,,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
roc_auc,95,0.62213,0.63465,0.73569,0.77007,0.79952,0.78182,0.77558,0.7629,0.76933,0.75371,0.76915
roc_auc,96,0.55055,0.57366,0.68114,0.73054,0.72496,0.71355,0.72254,0.73626,0.76551,0.73892,0.76438
roc_auc,97,0.6386,0.62648,0.74831,0.76139,0.77572,0.78677,0.78228,0.7564,0.76155,0.77461,0.78344
roc_auc,98,0.54921,0.59702,0.69433,0.76735,0.81045,0.79174,0.77806,0.76708,0.76604,0.76149,0.77298
roc_auc,99,0.62334,0.62568,0.67416,0.71733,0.72514,0.73211,0.75371,0.75213,0.73049,0.74172,0.74752
roc_auc,100,0.57621,0.59234,0.68657,0.74065,0.75261,0.73454,0.72917,0.74312,0.77044,0.75157,0.76444
roc_auc,101,0.63704,0.662,0.72983,0.77657,0.78636,0.7664,0.77284,0.77844,0.78205,0.78209,0.7775
roc_auc,102,0.55856,0.6003,0.70512,0.74328,0.77716,0.75416,0.75732,0.76955,0.74356,0.76689,0.74837
roc_auc,103,0.57364,0.57281,0.6719,0.7525,0.77959,0.78326,0.7567,0.75494,0.76081,0.76863,0.78217
roc_auc,104,0.60282,0.60458,0.67763,0.76016,0.7831,0.74906,0.76225,0.75091,0.75423,0.76061,0.75855
roc_auc,105,0.61366,0.60104,0.74906,0.77563,0.80093,0.81416,0.80021,0.80127,0.79405,0.80046,0.79441
roc_auc,106,0.61319,0.62452,0.72842,0.72245,0.73764,0.7308,0.73629,0.74779,0.73865,0.72152,0.7385
roc_auc,107,0.56724,0.61575,0.68481,0.73905,0.75948,0.75928,0.74234,0.74332,0.76023,0.78186,0.78892
roc_auc,108,0.64407,0.62229,0.72392,0.78195,0.79093,0.78572,0.78409,0.79396,0.80905,0.79668,0.79911
roc_auc,109,0.60715,0.58615,0.68554,0.71055,0.76368,0.76425,0.74359,0.73718,0.73373,0.72985,0.72795
roc_auc,110,0.61616,0.59277,0.64538,0.65624,0.66117,0.66992,0.6957,0.65535,0.65378,0.65298,0.67218
roc_auc,111,0.59251,0.63132,0.72888,0.79389,0.79736,0.78234,0.78688,0.76598,0.75699,0.79076,0.80419
roc_auc,112,0.57643,0.60705,0.68461,0.7213,0.75048,0.72855,0.73203,0.73727,0.74711,0.74891,0.74466
roc_auc,113,0.63894,0.63074,0.72135,0.7732,0.78577,0.78141,0.77678,0.76205,0.75543,0.74604,0.77225
roc_auc,114,0.66205,0.65319,0.73164,0.75506,0.76628,0.7537,0.75602,0.76451,0.77171,0.77818,0.78564
roc_auc,115,0.53529,0.56616,0.71,0.72229,0.7342,0.75804,0.76624,0.76841,0.7732,0.78071,0.76189
roc_auc,116,0.61285,0.626,0.72103,0.71944,0.74762,0.75802,0.75404,0.74433,0.74981,0.74384,0.74957
roc_auc,117,0.61957,0.61887,0.69788,0.73197,0.75417,0.74147,0.73239,0.71752,0.72762,0.7175,0.72168
roc_auc,118,0.58814,0.62822,0.72936,0.7941,0.79844,0.81302,0.82657,0.82915,0.84872,0.82075,0.8068
roc_auc,119,0.59616,0.62471,0.68721,0.74924,0.75227,0.73484,0.72148,0.73017,0.74105,0.74359,0.74586
