,,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
nef_Ra,108,0.18056,0.11111,0.34722,0.43056,0.43056,0.45833,0.51389,0.5,0.5,0.5,0.52778
nef_Ra,109,0.15278,0.11111,0.27778,0.33333,0.36111,0.43056,0.45833,0.44444,0.40278,0.44444,0.43056
nef_Ra,110,0.13699,0.15068,0.19178,0.24658,0.26027,0.26027,0.27397,0.27397,0.28767,0.30137,0.32877
nef_Ra,111,0.13889,0.18056,0.25,0.38889,0.41667,0.40278,0.43056,0.43056,0.45833,0.43056,0.44444
nef_Ra,112,0.08333,0.06944,0.19444,0.23611,0.30556,0.34722,0.34722,0.36111,0.375,0.40278,0.44444
nef_Ra,113,0.09722,0.13889,0.23611,0.36111,0.375,0.40278,0.43056,0.43056,0.45833,0.45833,0.43056
nef_Ra,114,0.19178,0.19178,0.32877,0.34247,0.36986,0.38356,0.41096,0.39726,0.42466,0.42466,0.41096
nef_Ra,115,0.15278,0.16667,0.36111,0.33333,0.34722,0.41667,0.45833,0.45833,0.44444,0.41667,0.40278
nef_Ra,116,0.16667,0.15278,0.30556,0.34722,0.33333,0.38889,0.375,0.375,0.375,0.41667,0.43056
nef_Ra,117,0.125,0.11111,0.26389,0.31944,0.34722,0.40278,0.40278,0.43056,0.43056,0.44444,0.41667
nef_Ra,118,0.24658,0.20548,0.32877,0.42466,0.43836,0.46575,0.45205,0.47945,0.47945,0.47945,0.52055
nef_Ra,119,0.11111,0.15278,0.27778,0.31944,0.30556,0.36111,0.31944,0.34722,0.34722,0.34722,0.375
roc_auc,0,0.62008,0.63496,0.70408,0.76221,0.74792,0.76656,0.7619,0.75572,0.76852,0.75871,0.76359
roc_auc,1,0.59467,0.57921,0.74154,0.77861,0.798,0.76839,0.78712,0.79525,0.79233,0.78444,0.79734
roc_auc,2,0.62141,0.64494,0.69315,0.7378,0.76901,0.76506,0.75617,0.7427,0.75197,0.75574,0.75509
roc_auc,3,0.58539,0.61151,0.64495,0.68846,0.72767,0.74617,0.72544,0.71107,0.73803,0.71588,0.72469
roc_auc,4,0.52561,0.59225,0.71436,0.76613,0.76847,0.76547,0.77991,0.79454,0.78557,0.78905,0.80442
roc_auc,5,0.65872,0.64555,0.72861,0.74654,0.7632,0.77905,0.7882,0.79219,0.80733,0.79489,0.79209
roc_auc,6,0.57524,0.60979,0.6945,0.75191,0.75464,0.73559,0.72216,0.73951,0.7207,0.71558,0.71437
roc_auc,7,0.60002,0.65427,0.71259,0.7562,0.76634,0.75663,0.767,0.76335,0.77227,0.75557,0.77477
roc_auc,8,0.58364,0.61978,0.68507,0.68861,0.742,0.7089,0.72698,0.72799,0.72932,0.72028,0.72965
roc_auc,9,0.5979,0.63753,0.71757,0.78947,0.80842,0.81877,0.80335,0.8049,0.8051,0.796,0.80865
roc_auc,10,0.60897,0.57757,0.65138,0.70933,0.6857,0.69371,0.66794,0.68875,0.69792,0.69992,0.72047
