,,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
roc_auc,13,0.60955,0.68896,0.82297,0.86486,0.85927,0.86604,0.86093,0.86518,0.85805,0.86666,0.85975
roc_auc,14,0.64771,0.81445,0.90732,0.90674,0.91408,0.91126,0.89842,0.90769,0.92441,0.9234,0.91352
roc_auc,15,0.66308,0.77,0.89342,0.90647,0.90949,0.9038,0.91111,0.91246,0.91485,0.92227,0.93017
roc_auc,16,0.5882,0.77545,0.87506,0.88731,0.8994,0.9017,0.90081,0.89681,0.8973,0.8962,0.90811
roc_auc,17,0.55437,0.74158,0.8987,0.89457,0.91732,0.90441,0.91539,0.90336,0.91109,0.91784,0.92476
roc_auc,18,0.61445,0.78023,0.8884,0.92974,0.91948,0.91762,0.92217,0.92487,0.90594,0.91361,0.92835
roc_auc,19,0.64343,0.81089,0.88626,0.90049,0.88603,0.90737,0.9049,0.90403,0.90464,0.90837,0.91298
roc_auc,20,0.59315,0.78257,0.91206,0.92112,0.90965,0.91173,0.91055,0.92852,0.92943,0.92016,0.93056
roc_auc,21,0.58262,0.79847,0.88167,0.90285,0.90119,0.89622,0.90259,0.89549,0.9164,0.91187,0.91529
roc_auc,22,0.58953,0.7666,0.87311,0.89123,0.884,0.88986,0.88337,0.8908,0.90348,0.89017,0.89306
roc_auc,23,0.59126,0.79303,0.90005,0.91637,0.91529,0.91627,0.90998,0.91965,0.92236,0.92724,0.92553
roc_auc,24,0.62208,0.75637,0.88759,0.88087,0.89805,0.90829,0.90374,0.89766,0.90538,0.90053,0.90758
roc_auc,25,0.6175,0.75658,0.86361,0.86455,0.86856,0.89995,0.89362,0.89205,0.89026,0.89766,0.91432
roc_auc,26,0.63244,0.77211,0.8966,0.91522,0.91508,0.90964,0.90058,0.90193,0.91682,0.91542,0.92768
roc_auc,27,0.60987,0.78382,0.88217,0.89159,0.89337,0.88248,0.8809,0.88121,0.88536,0.88815,0.90348
roc_auc,28,0.58576,0.71436,0.84423,0.88603,0.88904,0.89639,0.89606,0.88573,0.90758,0.90025,0.90015
roc_auc,29,0.61601,0.7673,0.86276,0.88871,0.89085,0.8997,0.89605,0.89685,0.90717,0.89756,0.90723
roc_auc,30,0.61357,0.81344,0.92652,0.94171,0.94077,0.94342,0.94377,0.93803,0.93395,0.93938,0.94419
roc_auc,31,0.59097,0.74774,0.87988,0.87919,0.88105,0.87336,0.86605,0.86626,0.88626,0.8729,0.89024
roc_auc,32,0.63383,0.80588,0.91943,0.92964,0.92009,0.92022,0.92598,0.92701,0.92481,0.93405,0.92127
roc_auc,33,0.59482,0.77266,0.884,0.89611,0.89016,0.90652,0.90212,0.89917,0.89603,0.89356,0.9093
roc_auc,34,0.59913,0.79036,0.92059,0.93657,0.93773,0.92619,0.93134,0.93753,0.93312,0.92853,0.93576
roc_auc,35,0.57488,0.7272,0.86014,0.87299,0.86523,0.86133,0.85791,0.86748,0.86661,0.88305,0.86824
roc_auc,36,0.61729,0.77437,0.871,0.89031,0.86383,0.87842,0.88284,0.87037,0.89755,0.89175,0.89285
roc_auc,37,0.63977,0.84884,0.91574,0.91447,0.91289,0.90608,0.89238,0.89618,0.89679,0.90757,0.91606
roc_auc,38,0.63085,0.77506,0.87621,0.9005,0.90611,0.91087,0.92037,0.92775,0.91542,0.92656,0.92675
roc_auc,39,0.57901,0.71791,0.89094,0.92477,0.90937,0.92006,0.92162,0.91477,0.90725,0.91639,0.90998
roc_auc,40,0.59062,0.78195,0.89678,0.90086,0.906,0.89883,0.89736,0.89926,0.90134,0.89893,0.90267
roc_auc,41,0.58312,0.7527,0.8805,0.86919,0.86928,0.88343,0.88423,0.87569,0.88937,0.89205,0.89654
roc_auc,42,0.63396,0.80696,0.91493,0.91705,0.91612,0.91455,0.91068,0.9032,0.91109,0.90544,0.91369
roc_auc,43,0.62676,0.75771,0.88414,0.89928,0.89321,0.90176,0.89292,0.88959,0.8959,0.90753,0.9169
