,,LR,GBT,DClf
nef_Ra,52,0.57692,0.60577,0.08654
nef_Ra,53,0.50962,0.68269,0.05769
nef_Ra,54,0.61538,0.63462,0.10577
nef_Ra,55,0.56311,0.66019,0.09709
nef_Ra,56,0.51923,0.55769,0.07692
nef_Ra,57,0.60577,0.66346,0.14423
nef_Ra,58,0.58654,0.68269,0.04808
nef_Ra,59,0.57282,0.66019,0.14563
nef_Ra,60,0.53846,0.61538,0.10577
nef_Ra,61,0.58654,0.64423,0.14423
nef_Ra,62,0.59615,0.64423,0.08654
nef_Ra,63,0.57282,0.63107,0.16505
nef_Ra,64,0.55769,0.68269,0.09615
nef_Ra,65,0.58654,0.69231,0.18269
nef_Ra,66,0.56731,0.67308,0.11538
nef_Ra,67,0.56311,0.60194,0.1165
nef_Ra,68,0.56731,0.64423,0.05769
nef_Ra,69,0.52885,0.61538,0.10577
nef_Ra,70,0.61538,0.63462,0.09615
nef_Ra,71,0.56311,0.68932,0.17476
nef_Ra,72,0.55769,0.67308,0.03846
nef_Ra,73,0.59615,0.70192,0.125
nef_Ra,74,0.54808,0.60577,0.14423
nef_Ra,75,0.57282,0.49515,0.15534
nef_Ra,76,0.54808,0.58654,0.13462
nef_Ra,77,0.53846,0.68269,0.15385
nef_Ra,78,0.57692,0.67308,0.15385
nef_Ra,79,0.58252,0.61165,0.1165
nef_Ra,80,0.57692,0.65385,0.10577
nef_Ra,81,0.55769,0.67308,0.08654
nef_Ra,82,0.54808,0.59615,0.11538
nef_Ra,83,0.57282,0.62136,0.13592
nef_Ra,84,0.49038,0.58654,0.09615
nef_Ra,85,0.54808,0.63462,0.10577
nef_Ra,86,0.61538,0.68269,0.125
nef_Ra,87,0.62136,0.6699,0.09709
nef_Ra,88,0.56731,0.63462,0.07692
nef_Ra,89,0.53846,0.57692,0.14423
nef_Ra,90,0.61538,0.68269,0.13462
nef_Ra,91,0.56311,0.65049,0.08738
nef_Ra,92,0.51923,0.63462,0.08654
nef_Ra,93,0.58654,0.67308,0.16346
nef_Ra,94,0.53846,0.61538,0.10577
nef_Ra,95,0.62136,0.61165,0.13592
nef_Ra,96,0.61538,0.70192,0.125
nef_Ra,97,0.48077,0.53846,0.08654
nef_Ra,98,0.58654,0.69231,0.20192
nef_Ra,99,0.57282,0.58252,0.15534
nef_Ra,100,0.57692,0.59615,0.09615
nef_Ra,101,0.52885,0.68269,0.08654
nef_Ra,102,0.57692,0.66346,0.125
nef_Ra,103,0.59223,0.61165,0.1068
nef_Ra,104,0.56731,0.65385,0.125
nef_Ra,105,0.57692,0.65385,0.13462
nef_Ra,106,0.61538,0.65385,0.11538
nef_Ra,107,0.52427,0.56311,0.06796
nef_Ra,108,0.60577,0.63462,0.18269
nef_Ra,109,0.56731,0.63462,0.07692
nef_Ra,110,0.51923,0.55769,0.11538
nef_Ra,111,0.59223,0.6699,0.07767
nef_Ra,112,0.59615,0.65385,0.10577
nef_Ra,113,0.55769,0.63462,0.08654
nef_Ra,114,0.56731,0.69231,0.13462
nef_Ra,115,0.56311,0.59223,0.08738
nef_Ra,116,0.57692,0.66346,0.13462
nef_Ra,117,0.54808,0.63462,0.09615
nef_Ra,118,0.58654,0.70192,0.06731
nef_Ra,119,0.56311,0.60194,0.06796
roc_auc,0,0.89048,0.90817,0.50308
roc_auc,1,0.8763,0.89247,0.48888
roc_auc,2,0.89114,0.93191,0.48334
roc_auc,3,0.89563,0.91491,0.49573
roc_auc,4,0.90697,0.89994,0.48975
roc_auc,5,0.87731,0.89249,0.52232
roc_auc,6,0.89013,0.93806,0.49624
roc_auc,7,0.87977,0.91219,0.48432
roc_auc,8,0.87867,0.90274,0.51817
roc_auc,9,0.89176,0.91574,0.48648
roc_auc,10,0.89404,0.91972,0.4934
roc_auc,11,0.89397,0.87993,0.48012
roc_auc,12,0.90401,0.88456,0.51161
roc_auc,13,0.89775,0.94454,0.52319
roc_auc,14,0.89335,0.90497,0.50236
roc_auc,15,0.87095,0.89018,0.50243
roc_auc,16,0.90299,0.92124,0.51511
roc_auc,17,0.8855,0.88983,0.48932
roc_auc,18,0.87932,0.90433,0.50039
roc_auc,19,0.90005,0.91389,0.50491
roc_auc,20,0.86557,0.89171,0.50134
roc_auc,21,0.90332,0.91088,0.521
roc_auc,22,0.9001,0.90828,0.52312
roc_auc,23,0.90291,0.91176,0.49993
roc_auc,24,0.89676,0.9167,0.50418
roc_auc,25,0.87039,0.90638,0.50723
roc_auc,26,0.91816,0.92741,0.49732
roc_auc,27,0.87586,0.88318,0.47292
roc_auc,28,0.88467,0.90519,0.4891
roc_auc,29,0.8735,0.89838,0.51052
roc_auc,30,0.92295,0.92262,0.52268
roc_auc,31,0.88152,0.87799,0.49835
roc_auc,32,0.87997,0.89509,0.5009
roc_auc,33,0.89639,0.91003,0.51117
roc_auc,34,0.89938,0.90198,0.49688
roc_auc,35,0.90453,0.92776,0.51961
roc_auc,36,0.89242,0.91845,0.48888
roc_auc,37,0.87171,0.87544,0.5009
roc_auc,38,0.90939,0.92564,0.51743
roc_auc,39,0.8925,0.90164,0.48576
roc_auc,40,0.85908,0.90102,0.50047
roc_auc,41,0.88201,0.91141,0.49347
roc_auc,42,0.91523,0.90397,0.48704
roc_auc,43,0.91459,0.93094,0.49245
roc_auc,44,0.89967,0.90768,0.49522
roc_auc,45,0.89606,0.91136,0.50636
roc_auc,46,0.8803,0.88715,0.51874
roc_auc,47,0.89658,0.9163,0.50779
roc_auc,48,0.88855,0.87668,0.47795
roc_auc,49,0.90557,0.91584,0.48866
roc_auc,50,0.87087,0.88541,0.48902
roc_auc,51,0.9055,0.9179,0.48983
roc_auc,52,0.88425,0.91151,0.46463
roc_auc,53,0.87516,0.9246,0.47948
roc_auc,54,0.922,0.91479,0.50519
roc_auc,55,0.88533,0.90734,0.48826
roc_auc,56,0.87408,0.87107,0.48866
roc_auc,57,0.89747,0.92582,0.50592
roc_auc,58,0.89716,0.91881,0.50476
roc_auc,59,0.89702,0.92573,0.49692
roc_auc,60,0.90283,0.90982,0.47992
roc_auc,61,0.90257,0.92584,0.50527
roc_auc,62,0.87365,0.90621,0.5159
roc_auc,63,0.89231,0.89088,0.49403
roc_auc,64,0.87261,0.90565,0.49041
roc_auc,65,0.89988,0.9074,0.48844
roc_auc,66,0.89836,0.92794,0.45886
roc_auc,67,0.89509,0.9038,0.49573
roc_auc,68,0.88904,0.90651,0.50374
roc_auc,69,0.89146,0.90734,0.52166
roc_auc,70,0.90604,0.91789,0.50082
roc_auc,71,0.8917,0.92844,0.48406
roc_auc,72,0.88328,0.92238,0.49937
roc_auc,73,0.88109,0.91767,0.48582
roc_auc,74,0.91515,0.90605,0.47001
roc_auc,75,0.89848,0.8758,0.50505
roc_auc,76,0.8721,0.91966,0.5387
roc_auc,77,0.89121,0.91666,0.53455
roc_auc,78,0.91389,0.92241,0.4853
roc_auc,79,0.88641,0.8821,0.50952
roc_auc,80,0.90317,0.91407,0.51314
roc_auc,81,0.8832,0.91223,0.52865
roc_auc,82,0.87595,0.89755,0.52814
roc_auc,83,0.87265,0.8892,0.50728
roc_auc,84,0.87772,0.89579,0.56537
roc_auc,85,0.88497,0.90458,0.52931
roc_auc,86,0.90525,0.93185,0.48334
roc_auc,87,0.89814,0.92258,0.51765
roc_auc,88,0.89702,0.92369,0.49369
roc_auc,89,0.89456,0.89637,0.47621
roc_auc,90,0.89587,0.92646,0.51044
roc_auc,91,0.89245,0.90141,0.50163
roc_auc,92,0.89032,0.91349,0.48822
roc_auc,93,0.89637,0.92199,0.49566
roc_auc,94,0.87244,0.90492,0.51939
roc_auc,95,0.91149,0.89182,0.48629
roc_auc,96,0.92291,0.93969,0.50287
roc_auc,97,0.87767,0.8842,0.49806
roc_auc,98,0.88045,0.92223,0.50366
roc_auc,99,0.87912,0.88126,0.49415
roc_auc,100,0.90642,0.91689,0.521
roc_auc,101,0.87973,0.91342,0.50461
roc_auc,102,0.88527,0.9068,0.47721
roc_auc,103,0.8942,0.89831,0.49442
roc_auc,104,0.89049,0.89482,0.52275
roc_auc,105,0.89436,0.91969,0.49609
roc_auc,106,0.9121,0.92242,0.49209
roc_auc,107,0.8805,0.87005,0.48012
roc_auc,108,0.90066,0.90051,0.46812
roc_auc,109,0.89511,0.92057,0.49806
roc_auc,110,0.87909,0.89036,0.50825
roc_auc,111,0.88498,0.90665,0.50767
roc_auc,112,0.91069,0.92385,0.49522
roc_auc,113,0.88102,0.89834,0.51795
roc_auc,114,0.90155,0.92034,0.51613
roc_auc,115,0.86479,0.8887,0.47199
roc_auc,116,0.88923,0.9273,0.47883
roc_auc,117,0.8799,0.90827,0.50855
roc_auc,118,0.90864,0.9099,0.47722
roc_auc,119,0.88141,0.88528,0.50964
