,,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
roc_auc,92,0.59345,0.64817,0.77812,0.8756,0.889,0.89306,0.90458,0.91105,0.90633,0.90774,0.90897
roc_auc,93,0.5267,0.61064,0.80567,0.89766,0.91177,0.91899,0.92757,0.93103,0.92183,0.92035,0.91739
roc_auc,94,0.60455,0.62467,0.83585,0.90258,0.90976,0.90285,0.91467,0.91167,0.91978,0.91963,0.92615
roc_auc,95,0.57824,0.60358,0.79375,0.90439,0.91229,0.89651,0.91708,0.91348,0.9202,0.9176,0.92927
roc_auc,96,0.55738,0.63807,0.77957,0.8499,0.87244,0.87865,0.87394,0.86865,0.86707,0.87472,0.88176
roc_auc,97,0.59253,0.61522,0.81492,0.92413,0.92524,0.92922,0.9385,0.94422,0.94028,0.94356,0.93975
roc_auc,98,0.54017,0.5914,0.7971,0.91442,0.91001,0.92515,0.92895,0.92778,0.92751,0.92662,0.93584
roc_auc,99,0.60063,0.61591,0.80927,0.90022,0.90525,0.90116,0.90615,0.90357,0.90786,0.91224,0.93066
roc_auc,100,0.60012,0.64395,0.80931,0.9123,0.91107,0.91536,0.93166,0.91792,0.91927,0.92067,0.9226
roc_auc,101,0.63164,0.63782,0.80592,0.89565,0.90072,0.90761,0.91293,0.91769,0.92095,0.92406,0.92248
roc_auc,102,0.59735,0.6166,0.75941,0.90986,0.906,0.90253,0.90416,0.91941,0.91705,0.91152,0.92377
roc_auc,103,0.5731,0.58726,0.78976,0.88734,0.88387,0.88253,0.89933,0.91138,0.90897,0.91021,0.90416
roc_auc,104,0.51653,0.57208,0.77238,0.87803,0.88763,0.90499,0.89899,0.9136,0.9119,0.90721,0.91701
roc_auc,105,0.57909,0.63826,0.81791,0.9135,0.91258,0.92336,0.93807,0.9401,0.94261,0.94592,0.94281
roc_auc,106,0.54301,0.5657,0.774,0.8482,0.8625,0.86171,0.87103,0.88082,0.87589,0.88032,0.89611
roc_auc,107,0.54278,0.58397,0.77014,0.87601,0.8912,0.88563,0.89033,0.89958,0.89311,0.90848,0.91371
roc_auc,108,0.56639,0.65052,0.79379,0.90453,0.88525,0.88931,0.9023,0.90791,0.91127,0.9201,0.92446
roc_auc,109,0.5831,0.59576,0.81132,0.91578,0.92556,0.92163,0.93208,0.92637,0.9391,0.93742,0.95199
roc_auc,110,0.60323,0.61855,0.77544,0.87286,0.87306,0.8913,0.90565,0.91276,0.91834,0.92382,0.92543
roc_auc,111,0.57441,0.61067,0.81792,0.89936,0.8996,0.89906,0.90595,0.90498,0.89955,0.9057,0.91336
roc_auc,112,0.56342,0.5978,0.82059,0.9384,0.93456,0.93807,0.94544,0.94735,0.95094,0.95856,0.96325
roc_auc,113,0.56427,0.58092,0.77546,0.83216,0.83202,0.83236,0.84432,0.87005,0.8676,0.87038,0.87585
roc_auc,114,0.58317,0.61452,0.80109,0.91784,0.90724,0.91502,0.93435,0.91755,0.92045,0.91831,0.91881
roc_auc,115,0.55373,0.59762,0.77497,0.89051,0.89346,0.9091,0.91425,0.91328,0.91093,0.92087,0.92292
roc_auc,116,0.55873,0.5999,0.82568,0.87968,0.90292,0.91105,0.92208,0.92178,0.92278,0.92667,0.92815
roc_auc,117,0.5992,0.62636,0.81372,0.92626,0.93557,0.93772,0.94524,0.94878,0.94923,0.94843,0.95091
roc_auc,118,0.599,0.65473,0.79881,0.89918,0.89856,0.88382,0.8966,0.91185,0.90639,0.90652,0.908
roc_auc,119,0.61067,0.64968,0.78897,0.85918,0.86295,0.88156,0.8833,0.88126,0.88107,0.87953,0.8887
