RMSD_init_1,dRMSD_1,RMSD_init_2,dRMSD_2,RMSD_init_3,dRMSD_3
1.65987,0.42621,0.31789,1.341151.63109,-0.25881
1.26491,0.6433599999999999,8.94249,-0.36317000000000029.20758,-0.09688000000000052
1.34329,0.1318499999999998,1.92489,0.34290000000000022.59213,0.9792899999999998
10.15201,-0.3593900000000012,10.41052,-0.82166999999999929.72075,-0.4787200000000009
1.77693,-0.09095999999999993,1.83663,0.372920000000000149.65233,-0.042119999999998825
1.93674,-0.12535999999999992,2.93647,-0.217539.90704,-0.4388000000000005
1.05296,0.45403000000000016,8.90496,0.0119899999999990572.20245,-0.41547999999999985
9.75465,-0.21218000000000004,9.91818,-0.261499999999999844.24186,-0.45391000000000004
8.99362,-0.5638199999999998,1.37532,0.199519999999999922.63748,-0.1214900000000001
0.84848,-0.04237999999999997,2.30783,-0.160870000000000079.51145,-0.36491000000000007
1.49603,0.11139999999999994,9.57312,-0.47575999999999931.72848,-0.39896
9.64639,0.03476999999999997,2.01624,0.0318500000000003810.17467,-1.9256800000000016
9.24801,0.08021999999999885,9.73195,-0.61314999999999927.44405,-0.4664799999999998
1.64179,0.23248999999999986,1.28997,0.048829999999999939.1959,-0.3966100000000008
1.95726,0.1485700000000001,0.96528,0.203399999999999912.83931,-0.9306299999999998
1.59825,-0.35885999999999996,1.75672,-0.444470000000000146.702,-0.2520199999999999
2.30921,-0.37704000000000026,8.58722,-0.60739000000000053.69737,-0.14615
0.41661,0.7025400000000002,2.19039,0.190360000000000084.30836,-0.38975000000000026
10.38895,-0.46169999999999867,8.91123,0.061400000000000799.58997,-0.7708999999999993
3.22266,-0.8681899999999998,7.35846,-0.50417000000000028.43249,0.16994000000000042
8.55534,0.18601000000000134,8.54216,0.072389999999998628.39442,0.1276200000000003
0.44443,0.6567299999999999,8.55134,-0.23437999999999988.64736,-0.4779100000000014
8.72816,-0.0625100000000014,1.0564,0.371939999999999946.88185,-0.36843000000000004
8.36674,-0.7653400000000001,8.36892,-0.441669999999999348.5997,-0.8742700000000001
9.33859,-0.2559699999999996,8.69487,-1.12179999999999958.40137,-1.3759699999999997
0.42834,1.3090300000000001,2.90442,0.40704999999999993.00775,-0.1543000000000001
8.73575,-1.3454899999999999,10.35875,-0.29897000000000068.78998,-0.5113299999999992
3.46739,0.6147600000000004,2.69763,-0.223190000000000226.05826,0.16171000000000024
8.79391,0.059179999999999566,8.49906,-0.104530000000000469.04126,-1.8639699999999992
8.85999,0.08828000000000102,8.93146,-0.481479999999999469.30532,-0.24999000000000038
1.8083,-0.006799999999999917,3.2572,-2.1219110.68483,-0.751199999999999
7.60962,-0.020639999999999326,8.39847,-0.00377999999999900648.37163,0.7271200000000011
1.54114,0.38928000000000007,8.64337,-0.048780000000000718.5305,-0.11177999999999955
7.86182,-0.3147399999999996,4.31836,-0.49664000000000028.44376,-1.2157899999999993
1.56477,-0.55356,1.32171,0.165410000000000061.69556,-0.4440899999999999
1.62001,-0.34094999999999986,1.32396,-0.04262000000000012.91554,0.50454
9.41851,-0.89696,9.41361,-2.15823000000000059.68416,-1.3822500000000009
7.86658,-0.33774000000000015,9.16506,-0.62479000000000088.68087,-0.5529000000000011
8.76558,-0.11086000000000062,8.0607,-0.61096000000000049.14039,-0.10628999999999955
9.12734,-0.3864300000000007,8.54207,-0.123300000000000418.10751,-0.73461
9.51235,-0.12262999999999913,8.30505,-0.63429999999999968.0346,-1.0209599999999996
9.43801,0.008039999999999381,9.77855,-0.39793999999999849.97869,-0.5287100000000002
8.43126,-0.266,7.96462,-0.35683000000000047.20282,-0.25692000000000004
0.85107,0.16427999999999998,2.49674,-0.2361300000000001712.04056,-0.56799
1.80112,-0.03873000000000015,2.15365,-0.53451999999999992.58203,-0.05331000000000019
2.62316,-0.07069999999999999,1.01322,0.153880000000000024.89225,-0.32615000000000016
4.7559,-0.28518999999999917,1.29513,0.2251100000000001410.80011,0.43290000000000006
3.17672,-1.20451,3.83013,0.057630000000000073.73978,-0.5959600000000003
0.68422,0.7487999999999999,1.25107,-0.127909999999999972.47325,-0.34589000000000025
1.32699,0.38544,1.73408,1.02356999999999992.44196,-0.8937199999999998
1.39455,0.09479000000000015,7.67504,-1.992270000000000412.23908,-0.647829999999999
8.3257,-0.3373199999999992,8.08117,-0.11725000000000039.28927,-0.4733900000000002
8.64255,-0.6170799999999996,9.55464,-0.90273999999999979.10119,nan
8.18287,-0.4468199999999998,2.48943,0.199019999999999977.76049,-0.24495999999999984
2.29021,0.2056499999999999,9.20567,0.282560000000000143.32179,0.048740000000000006
1.50948,0.26134999999999997,1.95462,0.51750999999999992.67651,-0.04971000000000014
1.09022,0.46858,1.6748,0.56316000000000012.5334,-0.06719000000000008
1.69722,0.13637999999999995,1.74396,0.141372.98389,0.5081899999999999
1.69198,0.21195999999999993,2.63095,-0.116680000000000121.92542,0.13945000000000007
1.21321,0.7299600000000002,1.79221,-0.103470000000000172.63304,-0.1879299999999997
1.12563,0.13073,1.62128,0.431472.17729,-0.10113000000000039
1.71948,-0.010610000000000008,8.8955,-0.0113900000000004554.25599,-0.6984599999999999
6.47247,0.3346999999999998,7.54003,-0.383759999999999665.42017,0.8403900000000002
0.73446,0.8470300000000001,7.67752,-0.20080000000000015.35573,-0.27318
2.07073,-0.12761000000000022,4.28884,-0.70670000000000052.94804,-0.7892800000000002
4.19894,-2.0606000000000004,2.49431,-0.28495999999999991.36221,-0.0667899999999999
6.40553,-0.5908099999999994,1.21227,0.58509000000000014.78406,-1.32912
6.3826,-1.2780199999999997,1.52461,0.77728999999999985.52101,-0.5241300000000004
1.83529,-0.06066000000000016,6.21837,-0.73946999999999983.13589,-1.5492299999999999
0.95037,0.30978000000000006,2.96412,-1.50691999999999985.61618,0.70709
7.06129,-0.11904000000000003,1.46525,-0.022799999999999934.55604,-0.3555999999999999
6.38573,-0.9593299999999996,6.77467,-0.89745000000000017.73006,-1.0345500000000003
6.70378,-0.2822199999999997,1.34575,-0.192420000000000048.25554,0.39406999999999925
8.14081,0.16403000000000034,7.17192,0.50093000000000038.18248,0.32906999999999975
9.18694,-0.20533999999999963,6.88804,0.20958999999999958.74556,-0.4604400000000002
8.00561,-0.8461500000000006,7.96675,-0.80432000000000067.94632,-0.3929600000000004
9.31771,-0.5753199999999996,8.8885,0.307079999999999133.05202,-1.6566
9.65002,0.2716000000000012,9.03057,-1.700690000000000710.34435,0.5527699999999989
9.29005,-1.8270300000000006,1.55182,0.580988.97178,-0.41305000000000014
3.90799,-2.4035399999999996,8.99348,-0.731450000000000610.20255,-0.9946300000000008
9.20959,-0.22324000000000055,10.14647,-0.114560000000000889.21667,0.7058599999999995
1.98087,0.26134000000000013,6.70067,-1.10442999999999985.64454,-0.8792
0.9615,0.25022999999999995,11.81809,-0.281109999999999978.42559,0.4120600000000003
1.98055,-0.001060000000000061,4.3546,0.0953300000000005812.36742,-0.7014299999999984
7.71951,0.28569000000000067,7.23447,0.149189999999999938.34178,-0.5041599999999997
1.0184,-0.10707999999999995,8.84166,0.30273000000000048.64326,-0.22512000000000043
1.92403,-0.004589999999999872,4.46725,0.42994000000000025.93826,0.20063999999999993
1.76054,-0.34970999999999997,4.38886,-0.21273000000000053nan,nan
1.82687,-0.05227000000000004,1.59992,0.16683000000000003nan,nan
1.74859,0.08365999999999985,2.02887,-0.66795999999999994.39926,-0.36073999999999984
9.11823,0.05769999999999875,9.05407,-0.47210999999999895.31054,-0.5206199999999992
2.25337,0.09988000000000019,2.75059,0.452570000000000141.8102,0.19548999999999994
2.22429,0.20164000000000026,2.24847,0.174429999999999642.52406,0.12462000000000018
1.75673,0.4446800000000002,12.00968,1.30117000000000087.75934,0.4954400000000003
11.78981,-2.068949999999999,7.6925,-0.1042699999999996410.39382,0.12058999999999997
10.54781,-1.4720700000000004,10.55933,-0.710689.81169,-1.6695799999999998
1.94777,0.01794999999999991,2.08901,-0.138421.94367,-0.09990999999999994
9.44364,-0.5924300000000002,9.622,0.035239999999999948.4551,0.09755999999999965
7.86533,-0.1676000000000002,9.58045,-0.85138000000000079.44421,-0.46245000000000047
7.92605,-0.54209,8.63084,-0.28801999999999958.20521,-0.9338999999999995
8.98897,-0.12686000000000064,9.4214,-0.30897000000000048.72523,-0.01115000000000066
8.60528,-0.29847,9.17469,-0.53120999999999979.38258,0.6240299999999994
8.26214,-0.15951000000000093,8.48649,0.084849999999999438.35851,-0.931350000000001
2.94161,0.5077700000000003,3.43904,-0.440849999999999747.78783,0.16476000000000024
6.15772,-0.40198,8.80517,-0.67533000000000077.37747,-0.6162000000000001
8.22343,-0.3039000000000005,8.26171,0.037409999999999510.16954,-0.42212999999999923
