Similarity,dRMSD_1,dRMSD_2,dRMSD_3
1.0,0.42621,1.34115,-0.25881
0.358695652,0.6433599999999999,-0.3631700000000002,-0.09688000000000052
0.301675978,0.1318499999999998,0.3429000000000002,0.9792899999999998
0.64893617,-0.3593900000000012,-0.8216699999999992,-0.4787200000000009
0.466019417,-0.09095999999999993,0.37292000000000014,-0.042119999999998825
0.470588235,-0.12535999999999992,-0.21753,-0.4388000000000005
0.362745098,0.45403000000000016,0.011989999999999057,-0.41547999999999985
0.396226415,-0.21218000000000004,-0.26149999999999984,-0.45391000000000004
0.40776699,-0.5638199999999998,0.19951999999999992,-0.1214900000000001
0.358208955,-0.04237999999999997,-0.16087000000000007,-0.36491000000000007
0.353535354,0.11139999999999994,-0.4757599999999993,-0.39896
0.404040404,0.03476999999999997,0.03185000000000038,-1.9256800000000016
0.411764706,0.08021999999999885,-0.6131499999999992,-0.4664799999999998
0.383419689,0.23248999999999986,0.04882999999999993,-0.3966100000000008
0.331550802,0.1485700000000001,0.20339999999999991,-0.9306299999999998
0.324324324,-0.35885999999999996,-0.44447000000000014,-0.2520199999999999
0.361111111,-0.37704000000000026,-0.6073900000000005,-0.14615
0.855614973,0.7025400000000002,0.19036000000000008,-0.38975000000000026
0.366492147,-0.46169999999999867,0.06140000000000079,-0.7708999999999993
0.316326531,-0.8681899999999998,-0.5041700000000002,0.16994000000000042
0.480446927,0.18601000000000134,0.07238999999999862,0.1276200000000003
0.274285714,0.6567299999999999,-0.2343799999999998,-0.4779100000000014
0.306878307,-0.0625100000000014,0.37193999999999994,-0.36843000000000004
0.458100559,-0.7653400000000001,-0.44166999999999934,-0.8742700000000001
0.404145078,-0.2559699999999996,-1.1217999999999995,-1.3759699999999997
0.326315789,1.3090300000000001,0.4070499999999999,-0.1543000000000001
0.595505618,-1.3454899999999999,-0.2989700000000006,-0.5113299999999992
0.298507463,0.6147600000000004,-0.22319000000000022,0.16171000000000024
0.434285714,0.059179999999999566,-0.10453000000000046,-1.8639699999999992
0.417582418,0.08828000000000102,-0.48147999999999946,-0.24999000000000038
0.316939891,-0.006799999999999917,-2.12191,-0.751199999999999
0.385026738,-0.020639999999999326,-0.0037799999999990064,0.7271200000000011
0.385026738,0.38928000000000007,-0.04878000000000071,-0.11177999999999955
0.371859296,-0.3147399999999996,-0.4966400000000002,-1.2157899999999993
0.330275229,-0.55356,0.16541000000000006,-0.4440899999999999
0.431372549,-0.34094999999999986,-0.0426200000000001,0.50454
0.296875,-0.89696,-2.1582300000000005,-1.3822500000000009
