Similarity,dRMSD_1,dRMSD_2,dRMSD_3
0.173913043,-1.5919899999999998,0.1045799999999999,0.05482000000000031
1.0,-0.32596999999999987,-0.10491000000000028,-0.39839
1.0,-0.3237300000000003,-0.5623999999999998,-0.60236
0.311111111,-0.60717,-0.9660899999999994,-0.7665799999999994
0.260273973,-0.05248000000000008,0.11519999999999975,-0.1973799999999999
0.294117647,1.08737,-0.000460000000000349,-0.23807000000000045
0.294117647,-1.9563899999999999,-1.0697500000000009,-0.18294999999999995
0.23880597,-0.88713,-0.1468600000000002,-1.2087899999999996
0.266666667,0.0824600000000002,0.17859000000000003,-0.49629999999999974
1.0,0.3728699999999998,-1.22714,-0.4722400000000002
1.0,-0.33655999999999997,-0.7677999999999998,-0.4544999999999999
0.204081633,0.5565899999999999,-1.6962600000000005,-1.0684399999999998
0.219653179,-0.5192099999999993,-0.9742099999999994,-0.8553800000000003
0.2,-0.037209999999999965,0.008009999999999629,-0.06953000000000031
0.2,0.06315000000000026,-0.38452,-0.6121599999999994
0.222222222,-0.6104700000000003,-0.49863999999999997,-0.1639400000000002
0.935897436,-0.16114000000000006,-0.010409999999999364,0.26700999999999997
0.276923077,-0.8543799999999999,-0.4943400000000002,-0.26219000000000037
0.214285714,-0.74376,-0.6050699999999996,-0.16096000000000021
0.215909091,-0.39200999999999997,-1.2121300000000002,0.0714999999999999
0.340740741,-0.4485899999999994,-0.2336499999999999,-0.6696100000000005
0.294117647,-0.9298700000000002,-0.20016000000000034,0.18531999999999993
0.294117647,-0.40353999999999957,-2.2184,-0.9915500000000002
0.24516129,-1.20376,-0.41701999999999906,-0.15600000000000058
0.25477707,-0.09071000000000051,-0.5731600000000006,-0.3905600000000007
0.280487805,-1.1661099999999998,-0.14203999999999972,-1.7771599999999994
0.218181818,-0.6289499999999997,-1.7498000000000005,-1.3248999999999995
0.218181818,0.561259999999999,-1.18731,-0.9036799999999978
0.218181818,-0.49747000000000163,-1.8334600000000005,0.7388399999999997
0.218181818,0.3090100000000007,-1.4787199999999991,nan
0.218181818,-1.695730000000001,-0.7495800000000017,-1.374570000000002
1.0,-0.14439000000000002,-0.3577899999999996,-0.3278100000000004
1.0,-0.3453499999999998,0.1223399999999999,-0.11683000000000021
0.240601504,-1.94158,-0.05867999999999984,-0.5140799999999999
0.189189189,-0.9787599999999999,-0.63442,-0.10666999999999982
0.2125,-1.4474399999999985,-0.31770999999999994,-1.1073000000000004
0.207317073,-0.6228599999999993,-1.3583900000000009,-1.4171499999999995
0.211180124,-2.53742,-0.9795600000000002,1.1102600000000002
0.196078431,-0.4421499999999998,0.0841400000000001,-0.67333
0.280254777,-0.6678700000000002,-1.1459200000000003,-0.19015000000000004
0.280487805,-1.5821499999999995,-0.39755000000000074,-0.8582299999999998
0.271604938,-1.5144600000000001,-0.37248000000000037,-0.9408400000000006
0.214765101,-1.1270599999999993,-0.2969200000000001,0.58467
0.169491525,-0.3083,-0.07084999999999964,-0.6144400000000001
0.251851852,-0.39882999999999935,0.3407,-0.9436400000000003
0.182795699,0.19933000000000023,0.06264000000000003,-0.12092999999999998
0.196721311,-1.5043600000000001,0.03871000000000002,-0.4558200000000001
0.213114754,-0.24253000000000036,-1.8062900000000002,0.2696500000000004
0.213114754,-0.11821999999999999,-0.71028,-0.2945000000000002
0.209876543,0.29233,-0.42635,0.17418
1.0,-0.3327,0.04332000000000047,-0.15587000000000018
0.2375,0.23868000000000045,0.18725000000000058,0.00820000000000043
0.205714286,-0.7032100000000003,-1.0526799999999996,0.10698000000000008
0.163265306,0.10750999999999955,-1.74409,-0.6838499999999996
0.136363636,-0.6455099999999998,-0.48407,-1.5526
0.244897959,-0.8378899999999998,-1.8102899999999993,-0.9316499999999994
0.237762238,-1.0606999999999998,-0.4530800000000008,-0.8706499999999995
0.218181818,-0.6253600000000006,0.6025899999999993,-1.8335800000000013
0.152380952,-0.18830999999999953,-1.8769800000000005,-2.3683500000000004
0.169014085,-0.06980000000000075,-1.4268100000000006,-0.5731900000000003
0.194285714,-1.01126,-1.0041100000000007,0.08701999999999899
0.179640719,0.3252499999999987,0.3820899999999998,0.6655999999999995
0.210526316,0.2007699999999999,0.0017100000000001003,-0.0050400000000001555
0.168831169,-0.0329600000000001,-0.7845000000000004,-0.6570299999999998
0.240963855,-0.15153000000000016,-0.4109500000000006,-0.7949799999999998
0.219653179,-0.2993099999999993,-0.1529600000000002,0.017599999999999838
0.237762238,0.63215,-0.0315499999999993,0.17457999999999974
0.223529412,0.2449300000000001,-0.2219799999999994,0.06468000000000007
0.222222222,-0.08916000000000057,0.3933800000000005,-0.059169999999999945
0.220779221,-0.6761999999999997,-0.5751,-1.1025099999999997
0.149253731,-0.09872000000000014,-0.7116800000000003,-0.9583200000000005
0.162962963,-0.1734199999999999,-0.6980900000000001,-1.3995999999999995
0.157142857,-0.06518999999999997,-0.19291999999999998,-0.05493000000000059
0.213114754,-1.54904,-0.9864800000000002,-0.8660000000000005
0.168831169,-0.8964499999999997,-1.138020000000001,-0.13889999999999958
0.194805195,-1.6093900000000003,-0.9804999999999993,-0.8904300000000003
0.243902439,-1.5613899999999998,-0.7865000000000002,-0.08869999999999933
0.211180124,-1.2924699999999998,-1.64249,-0.86015
0.233128834,-1.3512100000000005,-1.0002999999999997,-0.6361400000000001
0.223602484,-2.0882199999999997,-1.0207600000000001,-0.5338099999999999
0.223602484,-0.8696899999999999,-0.58778,-0.46067000000000036
1.0,-0.58737,-1.7038099999999998,-0.5254399999999997
1.0,0.18506,0.011569999999999858,-0.10353999999999974
1.0,-0.6724700000000001,-0.11606000000000005,-0.3351999999999995
0.21875,-0.4213199999999997,-0.7905099999999994,-0.64154
0.235294118,-0.32532000000000005,-0.2110600000000007,-1.5793299999999997
0.275,0.07908999999999988,0.6056700000000002,-0.18322000000000038
0.238095238,0.3954000000000004,-1.2469600000000005,-0.5280900000000006
0.235294118,0.45110000000000006,0.4315200000000008,-0.08919000000000032
0.215909091,-0.54721,-0.8259600000000002,-0.6560000000000001
0.280487805,-1.8615300000000001,-1.30741,-0.8868000000000009
0.280487805,-1.8913,-1.4304300000000003,-2.0651499999999996
0.218181818,-1.3092199999999998,-0.44825999999999944,-2.633800000000001
0.179487179,-0.6536499999999998,-1.0429199999999987,0.10921000000000003
0.194805195,-0.9940699999999998,-0.8285799999999997,-0.07179000000000002
0.220588235,-0.7094800000000001,-0.6161599999999998,-0.8902300000000007
0.168831169,-0.2387100000000002,-0.9246000000000008,-1.0556399999999995
0.181818182,-1.1411000000000007,-0.57944,-0.4259000000000004
0.181818182,-0.6646399999999995,-0.1268900000000004,-0.4542199999999994
0.220779221,-0.64534,-0.28232999999999997,-0.5005700000000006
0.233128834,-1.06914,-0.3094400000000004,-0.9264200000000002
0.1875,-0.08291999999999966,-1.1815800000000003,-1.160210000000001
0.191082803,-1.6081900000000005,-0.8291900000000005,-0.62683
0.195121951,-1.0607100000000003,0.06681999999999988,-0.43142000000000014
0.189873418,-0.1435599999999999,-0.9259500000000003,-1.1284600000000005
0.181818182,-1.2325499999999998,-1.1725399999999997,-0.7187200000000002
0.170454545,0.1636299999999995,-0.5924800000000001,-0.0761099999999999
0.253333333,0.6527000000000001,-0.5880199999999993,0.15176000000000034
0.258503401,0.012209999999999832,-0.09201999999999999,-0.06133999999999995
0.262068966,0.42805999999999855,0.04328999999999983,-0.08281000000000027
0.243589744,-0.5026599999999988,-0.028999999999999915,-0.8151599999999997
0.241610738,-0.08087999999999962,-0.72693,-0.5679300000000005
0.272108844,-0.3209099999999996,-0.15560999999999936,-0.43050999999999995
0.227642276,-0.3993599999999997,-1.0467200000000005,-0.5000599999999995
0.109090909,-1.20892,-0.8865400000000001,-0.8497399999999997
0.177419355,0.30735,-0.4068599999999998,-0.09901000000000026
0.179310345,-1.2529599999999999,-0.27249999999999996,0.07552000000000092
0.165413534,-1.0876300000000003,0.022740000000000204,-0.026519999999999655
0.112903226,-2.20408,-2.5877600000000003,-1.3997900000000003
0.191304348,-1.8640400000000001,-1.89718,-0.83298
0.147058824,-0.38627000000000145,-1.04997,-1.24301
0.144736842,-0.5860200000000013,0.40671999999999997,-1.2241399999999993
0.166666667,0.350480000000001,0.03267000000000131,0.2301700000000011
0.168831169,0.11548999999999943,0.22833000000000148,0.41959000000000035
0.188976378,-1.1270699999999998,-2.4053299999999997,-2.01434
0.202702703,-1.3520399999999997,-0.1385499999999995,1.3189800000000007
0.168831169,-0.6747500000000004,-0.20391000000000048,-0.5631199999999996
0.168831169,-0.41757000000000044,-0.4103300000000001,-0.40827999999999953
0.17218543,-0.24789999999999957,-0.050029999999999575,-0.13382999999999967
0.218181818,-0.5632199999999976,-1.1316100000000002,-1.4231099999999994
0.218181818,-1.3452000000000002,-1.2706,-1.838000000000001
0.155844156,-0.3262099999999999,-0.15226999999999968,-0.6897400000000005
0.251851852,0.4114100000000003,-0.5064300000000004,-0.9882800000000003
0.255319149,0.39049999999999985,0.22653999999999996,0.06610000000000005
0.287671233,-0.29691000000000045,-0.011709999999999887,0.08204999999999996
0.186813187,-0.2794599999999985,-0.5354799999999997,-0.17860999999999905
0.18079096,0.8816599999999999,-0.8076900000000009,-0.8029199999999999
0.18079096,1.53391,-0.8502400000000001,-0.8839800000000011
0.262773723,0.0851099999999998,-0.4700999999999995,0.25447
0.196078431,-0.38016000000000005,-1.1291600000000006,-0.4831599999999998
0.220689655,-0.5683100000000003,-0.9629399999999997,-0.8517200000000003
0.194805195,-0.6187300000000002,0.029009999999999536,-1.01506
0.182926829,0.031299999999999883,-0.25994000000000006,-0.76186
0.189189189,-0.89968,0.39351,-1.3741600000000007
0.164383562,-0.21528000000000014,-0.2724500000000001,-0.19686000000000003
0.449275362,0.20929999999999982,-1.56251,-0.3222499999999995
0.185185185,-0.39207000000000036,-0.16256000000000004,-0.5730499999999985
0.13986014,-0.7771499999999989,-0.05596000000000245,-0.4545899999999996
0.13986014,-0.2349899999999998,-0.11897000000000002,-0.24753000000000025
0.13986014,-0.8248800000000003,-0.5502699999999976,-0.8839199999999998
0.251851852,0.9626299999999999,-0.4807099999999993,-0.3611599999999999
0.13986014,-0.5655399999999986,-0.6404899999999998,-0.5964399999999976
0.935897436,-0.57253,-0.8691800000000001,-0.42444999999999844
0.935897436,-0.36003000000000007,-0.07730999999999977,-0.14347999999999983
0.296875,-0.27364999999999995,-0.1445400000000001,0.31143
0.172661871,-0.5516399999999999,-0.6191500000000003,-1.7720700000000003
0.179104478,-0.3534999999999999,-0.029640000000000555,-0.5017300000000002
0.166666667,0.03525000000000045,-0.029819999999999958,-0.7151499999999995
