	1aq1_STU_LIG	1b38_ATP_LIG	1b39_ATP_LIG	1ckp_PVB_LIG	1di8_DTQ_LIG	1dm2_HMD_LIG	1e1v_CMG_LIG	1e1x_NW1_LIG	1e9h_INR_LIG	1fin_ATP_LIG	1fq1_ATP_LIG	1fvt_106_LIG	1fvv_107_LIG	1gih_1PU_LIG	1gii_1PU_LIG	1gij_2PU_LIG	1gy3_ATP_LIG	1gz8_MBP_LIG	1h00_FAP_LIG	1h07_MFP_LIG	1h0v_UN4_LIG	1h0w_207_LIG	1h1p_CMG_LIG	1h1q_2A6_LIG	1h1r_6CP_LIG	1h1s_4SP_LIG	1h24_TPO_LIG	1h25_TPO_LIG	1h26_TPO_LIG	1h27_TPO_LIG	1h28_TPO_LIG	1hck_ATP_LIG	1jst_ATP_LIG	1jsv_U55_LIG	1ke5_LS1_LIG	1ke6_LS2_LIG	1ke7_LS3_LIG	1ke8_LS4_LIG	1ke9_LS5_LIG	1oi9_N20_LIG	1oiu_N76_LIG	1oiy_N41_LIG	1p2a_5BN_LIG	1p5e_TBS_LIG	1pf8_SU9_LIG	1pkd_UCN_LIG	1pxi_CK1_LIG	1pxj_CK2_LIG	1pxo_CK7_LIG	1pye_PM1_LIG	1qmz_ATP_LIG	1r78_FMD_LIG	1v1k_3FP_LIG	1vyw_292_LIG	1vyz_N5B_LIG	1w0x_OLO_LIG	1w8c_N69_LIG	1w98_TPO_LIG	1wcc_CIG_LIG	1y8y_CT7_LIG	1y91_CT9_LIG	1ykr_628_LIG	2b52_D42_LIG	2b53_D23_LIG	2b54_D05_LIG	2b55_D31_LIG	2bhe_BRY_LIG	2bhh_RYU_LIG	2bkz_SBC_LIG	2bpm_529_LIG	2btr_U73_LIG	2bts_U32_LIG	2c4g_514_LIG	2c5o_CK2_LIG	2c68_CT6_LIG	2c69_CT8_LIG	2c6i_DT1_LIG	2c6k_DT2_LIG	2c6l_DT4_LIG	2c6m_DT5_LIG	2c6t_DT5_LIG	2cch_ATP_LIG	2cci_ATP_LIG	2cjm_ATP_LIG	2clx_F18_LIG	2ds1_1CD_LIG	2duv_371_LIG	2exm_ZIP_LIG	2i40_BLZ_LIG	2iw6_QQ2_LIG	2iw8_4SP_LIG	2iw9_4SP_LIG	2jgz_TPO_LIG	2r3f_SC8_LIG	2r3g_SC9_LIG	2r3h_SCE_LIG	2r3i_SCF_LIG	2r3j_SCJ_LIG	2r3k_SCQ_LIG	2r3l_SCW_LIG	2r3m_SCX_LIG	2r3n_SCZ_LIG	2r3o_2SC_LIG	2r3p_3SC_LIG	2r3q_5SC_LIG	2r3r_6SC_LIG	2r64_740_LIG	2uzb_C75_LIG	2uzd_C85_LIG	2uze_C95_LIG	2uzl_C94_LIG	2uzn_C96_LIG	2uzo_C62_LIG	2v0d_C53_LIG	2vta_LZ1_LIG	2vth_LZ2_LIG	2vti_LZ3_LIG	2vtj_LZ4_LIG	2vtl_LZ5_LIG	2vtm_LZM_LIG	2vtn_LZ7_LIG	2vto_LZ8_LIG	2vtp_LZ9_LIG	2vtq_LZA_LIG	2vtr_LZB_LIG	2vts_LZC_LIG	2vtt_LZD_LIG	2vu3_LZE_LIG	2w1h_L0F_LIG	2wma_TPO_LIG	2wmb_TPO_LIG	2wpa_889_LIG	3bht_MFR_LIG	3bhu_MHR_LIG	3bhv_VAR_LIG	3ezr_EZR_LIG	3ezv_EZV_LIG	3f5x_EZV_LIG	3fz1_B98_LIG	3ig7_EFP_LIG	3igg_EFQ_LIG	3le6_2BZ_LIG	3lfn_A27_LIG	3lfq_A28_LIG	3lfs_A07_LIG	3my5_RFZ_LIG	3ns9_NS9_LIG	3pxf_2AN_LIG	3pxq_2AN_LIG	3pxz_2AN_LIG	3py0_SU9_LIG	3py1_2AN_LIG	3qhr_ADP_LIG	3qhw_ADP_LIG	3ql8_X01_LIG	3qqf_X07_LIG	3qqk_X02_LIG	3qql_X03_LIG	3qrt_X14_LIG	3qru_X19_LIG	3qtq_X35_LIG	3qtr_X36_LIG	3qts_X46_LIG	3qtu_X44_LIG	3qtw_X3A_LIG	3qtx_X43_LIG	3qtz_X42_LIG	3qu0_X40_LIG	3qwj_X6A_LIG	3qwk_X62_LIG	3qx2_X63_LIG	3qx4_X4B_LIG	3qxo_X65_LIG	3qxp_X64_LIG	3qzh_X69_LIG	3qzi_X72_LIG	3r1q_X75_LIG	3r1s_X73_LIG	3r1y_X76_LIG	3r28_XA0_LIG	3r6x_X84_LIG	3r71_X86_LIG	3r73_X87_LIG	3r7e_X88_LIG	3r7i_X9I_LIG	3r7u_X96_LIG	3r7v_Z02_LIG	3r7y_Z04_LIG	3r83_Z14_LIG	3r8l_Z30_LIG	3r8m_Z19_LIG	3r8p_Z46_LIG	3r8u_Z31_LIG	3r8v_Z62_LIG	3r8z_Z63_LIG	3r9d_X6B_LIG	3r9h_Z67_LIG	3r9n_Z68_LIG	3r9o_Z71_LIG	3rah_O1Z_LIG	3rai_X85_LIG	3rak_03Z_LIG	3ral_04Z_LIG	3rjc_06Z_LIG	3rk5_07Z_LIG	3rk7_08Z_LIG	3rk9_09Z_LIG	3rkb_12Z_LIG	3rm6_18Z_LIG	3rm7_19Z_LIG	3rmf_20Z_LIG	3rni_21Z_LIG	3roy_22Z_LIG	3rpo_24Z_LIG	3rpr_25Z_LIG	3rpv_26Z_LIG	3rpy_27Z_LIG	3rzb_02Z_LIG	3s00_Z60_LIG	3s0o_50Z_LIG	3s1h_56Z_LIG	3s2p_PMU_LIG	3sqq_99Z_LIG	3ti1_B49_LIG	3tiy_TIY_LIG	3tiz_3TI_LIG	3tnw_F18_LIG	3uli_1N3_LIG	3wbl_PDY_LIG	4acm_7YG_LIG	4bck_T3E_LIG	4bzd_D6I_LIG	4cfm_4QE_LIG	4cfn_JYM_LIG	4cfu_2WC_LIG	4cfv_75X_LIG	4cfw_SQ9_LIG	4cfx_G6T_LIG	4d1x_ESJ_LIG	4d1z_WG8_LIG	4ek4_1CK_LIG	4ek5_03K_LIG	4eoi_1RO_LIG	4eoj_ATP_LIG	4eok_4SP_LIG	4eol_1RO_LIG	4eom_ATP_LIG	4eon_1RO_LIG	4eoo_ATP_LIG	4eop_1RO_LIG	4eoq_ATP_LIG	4eor_4SP_LIG	4eos_1RO_LIG	4erw_STU_LIG	4ez3_0S0_LIG	4ez7_STU_LIG	4fkg_4CK_LIG	4fki_09K_LIG	4fkj_11K_LIG	4fkl_CK2_LIG	4fkp_LS5_LIG	4fkq_42K_LIG	4fkr_45K_LIG	4fks_46K_LIG	4fkt_48K_LIG	4fku_60K_LIG	4fkv_61K_LIG	4fkw_62K_LIG	4fx3_60K_LIG	4gcj_X64_LIG	4i3z_ADP_LIG	4ii5_ADP_LIG	4kd1_1QK_LIG	4lyn_1YG_LIG	4nj3_2KD_LIG	4rj3_3QS_LIG	5a14_LQ5_LIG	5and_5JE_LIG	5ane_SZL_LIG	5ani_ES4_LIG	5anj_ZXC_LIG	5ank_RJI_LIG	5d1j_56H_LIG	5fp5_1Y6_LIG	5fp6_MFZ_LIG	5jq5_I74_LIG	5jq8_I73_LIG	5l2w_1QK_LIG	5lmk_6ZK_LIG	5oo1_9Z2_LIG	5oo3_9ZB_LIG	5osm_AEQ_LIG	6gub_F9Z_LIG	6gva_FCQ_LIG	6q3b_PYZ_LIG	6q3c_BYZ_LIG	6q3f_HEW_LIG	6q48_HHQ_LIG	6q4a_HGW_LIG	6q4b_HHN_LIG	6q4c_HH8_LIG	6q4d_HHT_LIG	6q4e_HH5_LIG	6q4f_26D_LIG	6q4g_HJK_LIG	6q4h_HGH_LIG	6q4i_HGK_LIG	6q4j_HHB_LIG
complex_1	3.44833	4.05134	5.11698	7.46865	7.3185	0.61764	7.06308	7.84332	6.71343	4.30835	3.06967	6.63267	8.5909	0.89147	5.70632	8.14019	2.90542	6.18471	3.49207	2.59862	6.7486	6.995	7.44025	7.79995	7.50358	3.75968	16.29166	14.72601	16.34213	17.20438	20.47428	3.52935	5.08413	4.43231	4.45522	9.72168	5.62984	5.02358	10.29602	3.82477	4.44734	3.82361	7.2707	3.86949	5.47772	3.35924	4.94667	4.5586	5.20495	1.51292	2.96377	5.16533	8.50056	8.08233	9.19556	7.37975	7.26257	16.66707	5.93455	5.27873	6.53493	9.33059	1.6565	7.2468	7.16793	5.74928	0.85989	1.3509	5.01158	7.84331	8.45046	1.32479	0.93677	2.91168	6.60108	9.56905	4.98039	7.28076	5.25865	5.53004	4.40616	5.96837	3.77945	3.45506	2.50751	0.92327	1.47544	6.5207	0.87375	1.95834	3.70426	3.83291	17.20807	7.20408	6.45007	7.9564	7.18764	8.47765	6.56455	6.69669	8.80359	6.88193	9.0235	7.00584	6.73747	9.78675	8.11797	1.18593	1.84234	8.1598	8.33739	8.01858	8.02379	6.47978	5.05408	2.81845	4.17892	4.82169	5.11534	6.2079	9.48689	9.27518	8.92714	8.70996	3.2807	5.18331	8.30259	6.38278	9.01061	17.05792	17.29589	1.29171	1.78161	1.67434	4.91371	10.16659	0.76136	0.62202	2.14793	9.03765	9.18915	5.63682	1.20398	4.14879	1.2171	4.76353	6.61917	18.99203	3.26827	18.93933	1.18071	19.02308	2.89914	3.83582	7.12038	7.43351	2.86647	7.18863	9.31979	2.42351	2.61479	2.32774	4.16577	8.74469	2.20703	2.89134	6.74355	6.49374	7.80557	7.90512	7.2061	7.39564	5.54094	6.36472	6.53271	7.36218	8.00749	7.98312	7.45041	4.87317	6.24424	6.30314	6.19112	7.65163	9.05114	8.23581	7.64155	6.5212	6.38653	6.07975	7.04049	7.04814	6.68818	7.40579	2.38257	5.09809	10.07014	9.29063	6.73508	4.70207	6.84816	4.63456	4.92931	9.50195	8.31924	8.34966	2.55075	2.25653	6.37247	7.45975	6.92782	10.63579	7.47054	6.49838	9.3291	9.02517	4.61535	6.88599	3.29263	3.11125	4.96316	2.49713	6.68243	7.84171	5.67782	9.81447	6.3058	3.33797	8.05487	3.44081	8.89565	2.77347	9.11654	5.75137	8.2816	5.29013	7.43631	5.09089	7.3791	7.02836	5.33026	8.04653	6.05106	5.18267	3.80373	6.09329	4.6439	5.30703	3.79507	5.96211	3.93721	3.95775	5.42593	3.64282	4.23308	3.66692	7.94186	8.26122	9.62391	4.73932	3.91915	1.93305	9.09808	9.88172	7.4388	25.70486	9.43399	5.56212	9.42649	6.3725	3.0002	3.91608	8.88435	7.0524	9.96168	9.45899	8.55166	6.83977	4.7978	4.9158	6.38367	7.14544	9.0136	2.48726	4.12261	6.67289	6.55464	6.8427	6.585	7.00618	4.03909	3.84649	5.58324	6.29909	11.81095	11.63901	20.07541	7.12151	6.11532	5.62186	3.78736	5.128	5.60887	5.37026	5.0027	6.95249	4.73018	6.42235
step1_200.xyz_1	3.74589	4.01705	5.04116	7.52498	7.20855	0.58577	6.80453	7.8342	6.78297	4.15031	3.12546	6.70156	8.63967	0.7426	5.75897	8.18456	3.00969	6.06012	3.53427	2.55471	6.71966	7.08699	7.44896	7.78085	7.54625	3.64317	16.31686	14.54498	16.48884	17.34689	20.6408	3.43652	5.0546	4.34183	4.39325	9.5037	5.54122	4.94499	10.33112	3.65177	4.28857	3.68589	7.19562	3.79834	5.4327	3.45883	5.07006	4.64431	5.18156	1.48893	3.04977	5.22956	8.41161	8.13117	9.13347	7.49627	7.26869	16.40108	6.03849	5.20384	6.43073	9.40306	1.4812	7.15325	7.08621	5.71798	0.68818	1.24885	5.02371	7.75259	8.35651	1.27194	0.61599	2.95102	6.48483	9.60489	4.80125	7.30459	5.14483	5.31553	4.21402	6.01723	3.68617	3.47387	2.51404	0.91191	1.51563	6.57844	0.91816	1.80905	3.59238	3.71449	16.95812	7.17415	6.40694	7.82749	7.18024	8.52589	6.56638	6.69827	8.77292	6.98896	8.99475	6.96977	6.66589	9.78133	8.1065	0.9399	1.94776	8.23361	8.39074	8.0538	8.10534	6.3968	4.92125	2.79948	4.1961	4.72523	4.95544	6.31259	9.46338	9.29891	8.88464	8.69665	3.10666	5.00823	8.29478	6.28351	8.97122	17.05339	17.20709	1.37405	1.68239	1.62085	4.82754	10.29781	0.89975	0.73304	2.02685	9.08705	9.18763	5.65423	1.36625	4.10377	1.12325	4.86885	6.63353	18.83407	3.1981	18.77084	1.31842	18.9511	2.98929	3.78607	7.12335	7.318	2.92229	7.1492	9.40259	2.47477	2.67774	2.29456	4.20302	8.81284	2.22089	2.93066	6.88756	6.53161	7.75256	7.86153	7.2157	7.35191	5.64949	6.27526	6.46155	7.31493	8.00464	7.89425	7.35384	4.79984	6.18112	6.22098	6.10388	7.62337	9.0256	8.27374	7.67455	6.4331	6.37306	5.92151	6.87731	7.03625	6.65979	7.31598	2.31446	5.17975	9.97854	9.20809	6.69815	4.66327	6.77585	4.67403	4.8985	9.4398	8.33899	8.39716	2.51583	2.21706	6.30743	7.34531	6.93825	10.57541	7.45832	6.43673	9.28998	9.09108	4.53929	6.90221	3.36855	3.18334	4.84581	2.43657	6.68366	7.84408	5.70846	9.71882	6.23485	3.54309	8.07721	3.34211	8.91599	2.87903	9.09013	5.79827	8.31106	5.3062	7.50568	5.11872	7.38862	7.22976	5.2292	8.0546	5.98904	5.1907	3.71678	6.02979	4.58402	5.37543	3.72784	5.91019	3.92371	3.86014	5.47733	3.98398	4.10479	3.98443	7.94389	8.06625	9.61163	4.7936	4.02117	1.83787	9.05489	10.03651	7.55434	25.6769	9.45988	5.62923	9.33826	6.33202	3.08761	3.8814	8.69363	7.03992	9.94947	9.37571	8.52679	6.71301	4.68902	4.99604	6.44748	7.18002	8.88151	2.26779	4.10398	6.74235	6.5969	6.77722	6.62971	6.97948	4.073	3.71512	5.5855	6.41091	11.43932	11.28034	20.06231	6.9486	5.80215	5.52336	3.64973	5.26294	5.505	5.31285	5.05796	6.91431	4.6846	6.38872
step2_200_2000_5.0_16930.xyz_1	5.48398	8.84176	5.60185	7.00664	8.39498	1.53616	6.21838	7.368	6.79589	4.13178	11.75456	8.45508	8.40212	0.85426	11.1763	8.09782	3.61666	5.03791	2.94274	2.91159	6.70511	6.59519	8.06065	10.80746	6.99259	2.14565	15.82733	14.62317	17.22477	17.64155	20.96548	3.38496	6.15443	4.91566	2.89948	8.70394	7.85273	4.25662	10.11029	3.24184	2.86519	1.69584	7.12756	4.2846	6.21813	4.56578	4.42593	3.37222	5.08673	1.16478	2.97141	5.22711	8.50736	8.18984	8.56063	7.05122	6.20187	14.97857	5.74624	5.25637	6.85079	9.5699	1.77257	7.27506	6.75657	5.88139	2.69752	1.59583	5.06988	7.16711	8.51995	1.30457	0.9376	2.54468	13.52257	8.04627	3.79548	6.92521	4.66754	3.44182	8.93851	6.42864	3.32588	3.5839	2.08619	1.02566	2.27158	7.78965	1.32485	1.06171	1.84273	1.94161	16.37886	8.17921	6.53344	7.64212	7.42076	8.68284	13.90929	12.75284	9.21248	6.2218	8.11776	6.78193	7.29072	16.06372	8.74318	2.24371	2.25307	8.46743	8.26753	8.17034	8.10154	5.80643	4.22596	3.11503	3.85678	4.53801	5.12524	5.70395	9.57232	10.00944	9.87815	9.28322	2.73658	5.44801	9.05522	6.10609	21.68018	16.4947	15.95069	1.30875	2.37603	1.63798	4.6168	9.99326	2.07441	2.31873	2.70602	8.65749	9.19115	5.41979	1.23528	4.40346	1.00182	5.19035	6.37622	21.69672	3.03328	20.91326	2.21523	21.2785	3.59044	1.56917	5.8947	7.55474	2.51297	6.19583	8.519	3.67579	2.33628	2.6669	4.00611	8.5697	3.60499	3.21428	6.50925	5.98753	7.8785	7.614	7.3006	7.36655	5.86626	6.04714	6.77012	7.34261	7.90434	8.07853	7.57687	5.02145	6.51608	6.07855	6.19018	7.84822	9.566	8.63361	7.72168	6.58174	6.4185	8.11812	7.31991	6.45944	7.10061	6.93787	2.53964	7.34729	9.90846	8.84345	7.59195	4.67644	6.10555	4.08934	6.15607	21.48306	8.19891	8.5266	3.74803	1.17328	6.19977	7.83437	6.62059	9.2772	7.71767	6.0135	9.50853	9.08047	3.79047	6.7127	3.43941	2.89174	5.07726	2.85734	6.23139	7.59381	5.26875	9.55236	6.39286	5.13516	8.40949	2.5344	9.28572	2.99721	11.54911	5.90816	8.80485	4.81163	6.38136	4.9419	7.69538	6.82731	4.35436	8.75149	15.14895	4.5926	2.00968	7.47184	5.28224	5.53738	3.64283	7.57009	4.04612	2.00569	5.33094	5.37864	3.14243	5.44499	7.45698	10.68631	9.15085	3.6106	3.77117	11.71488	8.54346	8.80308	7.56113	25.72378	9.54397	6.43132	8.80329	6.02643	3.92444	2.0251	8.0642	6.95233	8.90408	8.32167	10.05662	6.88534	4.24022	5.20094	5.88105	7.66062	9.3682	2.51405	4.39701	7.29945	7.32302	5.47906	5.71857	6.99326	5.07908	4.2094	5.34831	5.14432	11.43671	10.27459	19.22067	2.4954	5.44346	5.00041	2.43115	5.29529	5.32833	5.79982	5.09384	7.13181	5.76408	6.66711
step2_200_2000_5.0_2177.xyz_1	6.38782	4.72658	10.838	7.68964	7.74317	2.66895	6.41747	8.4553	7.23832	4.62818	3.28993	6.02978	9.33206	3.10531	5.78448	8.14483	3.45991	4.87585	3.26497	3.22385	6.44512	5.93003	7.89506	7.92906	6.80736	2.94611	14.21388	14.69416	14.91791	17.62466	21.41582	4.78262	6.01163	2.83838	3.36899	9.86868	5.53457	2.48616	10.03635	8.34526	3.95072	3.32836	6.14364	4.2795	5.78927	5.82323	4.67776	4.31607	4.51931	1.51488	2.57576	5.62228	8.46311	8.6782	13.48758	7.58609	6.29713	17.4583	6.91152	4.72642	6.02618	12.22172	1.85727	7.21384	6.16069	5.93722	2.84629	9.26789	4.96494	7.69803	8.25858	2.00651	1.09118	3.01192	6.44834	9.99912	2.45972	6.83695	3.90744	6.69089	5.51844	6.65819	3.96451	3.16137	2.49915	3.41494	1.55453	6.55565	3.98069	3.50554	2.72951	2.84769	16.85106	5.71922	6.07838	7.84173	7.36075	7.39644	7.90432	6.5042	7.4393	7.49079	8.58814	7.3092	6.3935	11.04709	9.07054	1.27559	2.76559	8.44373	7.83473	7.81181	9.30188	6.1108	4.66007	4.61574	3.32052	4.3511	6.27591	6.44571	10.97132	10.31739	9.88814	9.59861	3.11409	3.83127	9.54387	6.66992	7.18285	16.17115	15.95211	2.85282	2.95211	2.87415	4.57811	10.18524	1.93987	2.10028	2.00632	9.50197	8.95002	5.71352	1.857	4.12315	2.5529	4.65625	6.28116	18.21488	4.89213	18.11445	3.36927	18.71781	3.02787	2.88839	7.77979	6.71167	2.73068	6.44103	9.32451	2.49102	1.92373	2.40049	4.23283	7.942	1.41248	3.46315	5.38763	6.44582	7.8122	8.0434	6.65117	7.46043	4.52992	5.01215	6.87318	7.25279	8.03417	7.59972	6.70887	5.23724	6.21228	6.12974	6.21407	7.59202	8.54781	7.71718	7.28261	6.57139	6.54329	6.08634	6.64815	6.69675	6.02663	6.17716	2.59144	7.19343	10.12574	7.85456	7.31642	5.75507	6.5055	4.71371	4.28845	9.31305	9.98919	8.64484	2.17558	1.84835	5.95097	6.92483	6.0657	10.52527	8.07058	6.12815	11.2313	9.50388	4.0262	6.76345	3.57793	3.36213	4.37085	2.41376	5.61795	7.70608	5.03153	10.47547	6.05846	3.47562	8.15823	3.66546	9.08435	3.37799	9.8567	6.40584	8.0329	5.44084	6.55192	6.19437	7.79045	6.88093	6.72277	9.1313	6.57225	6.0569	3.03136	6.65628	4.74876	5.70336	3.73259	6.54161	5.16642	2.81083	5.58556	6.25988	5.51209	6.37409	9.46879	8.52235	9.91907	4.47555	3.45174	3.10086	7.93071	10.62505	14.47098	25.3094	9.56308	5.94423	9.31844	5.79008	2.94911	2.95212	8.51478	7.13322	10.72342	9.49894	8.03349	6.62789	15.0005	5.72387	6.40319	7.88785	9.25421	0.40286	4.79087	6.34541	6.60549	7.58015	6.16648	7.03112	4.65508	4.39667	5.82087	5.43611	12.1424	12.01242	19.95004	6.67426	5.82921	5.88288	3.33944	4.9632	5.14802	5.94384	5.19965	6.4929	5.47159	6.17413
step2_200_2000_5.0_27766.xyz_1	3.0219	4.09662	5.61614	6.65757	7.29354	2.82542	5.01637	7.25207	6.87805	5.09908	2.73311	8.87704	8.07169	0.6718	6.02155	9.3947	3.34471	5.12447	3.58451	2.41592	5.46961	7.31854	7.03671	6.7735	8.87741	3.20161	16.32776	15.28727	19.14843	17.51339	18.77855	3.93625	5.32461	5.49299	3.47646	10.13056	5.05019	5.23043	9.60462	4.53039	3.50852	3.61281	7.01417	4.86088	5.62356	4.44863	4.01865	4.9034	5.96852	2.23411	2.24724	4.78233	7.70325	8.40683	7.93531	7.89494	6.6742	16.32325	6.30528	5.6615	6.43699	9.62779	3.01625	6.59063	6.68922	5.49603	1.49204	2.01876	6.10882	7.38392	8.22257	1.50626	1.57077	3.27185	6.41432	9.60767	3.2782	5.66258	16.40126	5.73453	4.07285	5.33377	4.48899	3.134	2.18128	2.14243	2.134	3.89698	1.97203	1.41113	4.64946	3.50234	16.5023	7.96983	5.86806	7.24692	7.46543	7.77585	6.26774	6.80911	8.46879	6.94044	9.78945	7.51801	6.59391	8.5542	8.2816	8.87105	2.99143	8.58786	8.39618	8.83005	7.70288	17.02069	5.0749	3.1258	3.36469	3.81411	2.91126	6.45914	10.70536	8.68916	9.27762	8.51795	4.29258	5.07398	7.62784	5.96521	8.76271	16.83198	17.03992	2.82919	1.74976	3.73574	7.35249	10.68996	1.87829	2.15593	2.56842	16.29776	8.88644	4.94682	1.73564	5.16332	2.10181	4.97283	6.20569	20.90961	3.37838	17.89675	2.14334	21.22998	3.62918	3.58228	6.84673	6.88187	3.52873	7.15459	10.57302	3.52731	2.84796	3.09614	4.00179	10.13811	2.42855	2.8748	6.26737	6.22947	7.49285	8.13611	7.41822	7.50207	6.33933	5.62274	6.54297	7.10685	8.00509	7.2984	6.77712	3.98298	5.67851	5.73847	5.29826	6.63822	9.93306	8.71321	6.86902	5.66357	7.05535	5.84069	5.71536	7.75545	6.55074	6.32485	2.42156	5.35716	10.45988	8.69985	8.4693	4.44707	6.69121	5.93716	5.01641	9.66872	8.22808	7.85646	3.55354	4.31175	6.32625	7.27445	7.15225	10.69522	7.58195	6.07977	9.42613	9.26906	4.06407	7.52951	3.31274	4.07476	5.00727	2.15717	5.9827	7.56299	6.13886	10.56815	6.16939	4.17505	8.07927	3.70279	8.0089	3.15703	9.27121	6.17176	8.78017	4.59517	8.08727	4.98014	7.91844	7.39431	6.80275	7.02136	7.15737	5.71124	3.15578	7.45824	5.20846	5.78129	4.71484	7.07705	5.53466	3.65114	5.84827	5.10658	3.72151	7.42085	7.53997	7.4347	9.00659	5.09692	4.05385	1.23933	9.05346	9.35584	8.16729	25.30098	9.67063	6.60539	9.117	5.47386	3.91394	3.32517	8.09172	6.71752	10.50436	12.36053	15.7406	4.58095	4.35072	6.19665	4.04046	6.36313	9.22826	2.78211	4.02122	7.86691	6.48878	7.23365	5.89534	7.1349	4.60416	4.83092	6.31431	4.83506	10.39674	10.97356	20.41555	6.02688	6.79177	4.54108	3.73849	3.7416	4.98371	7.6626	5.74701	6.79565	4.43541	6.85745
step2_200_2000_5.0_28005.xyz_1	2.48662	3.86081	5.53779	7.75407	7.57384	2.53521	6.02189	8.04761	7.00331	4.16857	3.19663	7.83435	8.68714	1.17395	5.96811	8.46562	3.30623	4.89025	2.70831	2.37794	6.30001	7.23179	6.27731	6.59619	7.04904	4.28139	17.55547	16.13335	15.84466	16.29191	21.10601	4.02752	5.84698	5.5881	3.87343	11.18573	7.30911	4.41823	10.34955	1.92048	3.14855	3.93771	6.30601	3.56119	5.07889	4.28857	5.69407	4.46842	4.19869	1.15329	3.10109	6.03653	8.71813	7.98013	8.71137	6.9804	7.63392	15.32823	7.14857	6.22408	6.81325	9.65584	4.54114	7.20674	7.0164	5.6501	2.6595	2.06301	5.41251	8.28631	9.09077	3.87135	1.28158	3.04863	6.17437	9.31529	4.48213	7.27572	4.93307	5.64	14.57544	5.8641	3.75275	3.55309	3.26415	4.72623	3.47904	6.9161	3.3739	2.13632	2.66268	2.96561	15.89885	6.94298	5.89446	10.2376	6.97302	7.79932	6.41474	6.74502	7.42773	7.01668	8.81022	6.86027	7.41489	11.32191	8.64434	2.80424	1.85455	8.42525	8.33111	7.80121	8.29351	5.67615	5.21528	3.06927	4.90868	5.3013	5.08319	7.26421	11.07154	6.70959	7.77685	8.85249	3.82388	4.38836	7.74588	7.52268	10.24722	17.74315	16.34564	0.9655	3.97124	2.95935	5.4376	10.68517	2.85152	2.90286	2.30441	9.17087	9.15787	6.01454	1.10715	3.70444	1.54023	4.89082	6.9166	20.57525	3.55042	20.67134	2.65766	19.09416	2.95883	4.34794	6.9574	6.91874	3.47569	7.08186	10.35702	2.16957	2.69006	2.30332	5.40012	9.01915	1.87308	3.74079	5.53392	6.04333	8.50978	8.12117	6.54445	7.55533	5.62208	6.02738	7.17466	7.45466	8.08499	7.48181	7.57817	3.38873	6.84252	5.60847	5.69977	7.83831	8.65904	8.32299	7.85705	6.36619	6.89635	5.70728	6.72701	8.88282	6.72691	8.09563	2.4545	5.38695	14.75449	8.94293	6.8706	4.51852	7.09928	4.41392	4.63221	7.23197	8.12761	8.62176	3.23905	2.84314	6.19743	6.88611	6.39344	10.73677	6.99313	6.04042	9.08599	8.73097	5.06037	6.68925	3.95718	3.15417	3.78845	2.60902	5.80187	7.50048	4.25784	10.96217	6.38515	3.64972	7.36152	3.3159	8.35003	1.78823	7.30371	3.49405	8.44849	4.7377	7.27856	4.70439	7.77429	7.90094	4.79001	9.07443	6.50896	5.33913	2.30599	6.27129	4.37694	5.15278	4.13699	6.58995	4.89563	3.80201	5.01508	5.29976	2.93738	3.74858	7.68116	7.90657	9.10267	4.64002	4.19004	2.82319	8.76402	10.13362	7.08774	26.5273	9.32708	5.79203	9.41368	8.57891	2.98012	2.47995	8.35333	6.75858	10.85669	9.02663	9.62022	6.72737	4.79701	4.7667	5.5242	7.31451	7.98945	2.40273	5.8425	7.304	6.99154	6.38794	5.89373	6.98746	5.52023	3.82089	10.79242	6.70273	8.44044	12.26867	18.42106	6.83561	4.22705	4.91481	4.06785	5.12138	5.0352	5.31241	4.9973	7.16728	4.42739	6.38203
