	1ezq_RPR_LIG	1f0r_815_LIG	1f0s_PR2_LIG	1fax_DX9_LIG	1g2l_T87_LIG	1g2m_R11_LIG	1ioe_XMA_LIG	1iqe_XMB_LIG	1iqf_XMD_LIG	1iqg_XME_LIG	1iqh_XMF_LIG	1iqi_XMG_LIG	1iqj_XMH_LIG	1iqk_XMI_LIG	1iql_XMJ_LIG	1iqm_XMK_LIG	1iqn_XMC_LIG	1ksn_FXV_LIG	1mq5_XLC_LIG	1mq6_XLD_LIG	1nfu_RRP_LIG	1nfw_RRR_LIG	1nfx_RDR_LIG	1nfy_RTR_LIG	1v3x_D76_LIG	1wu1_D91_LIG	1xka_4PP_LIG	1z6e_IK8_LIG	2bok_784_LIG	2cji_GSK_LIG	2d1j_D01_LIG	2ei6_D92_LIG	2ei7_D93_LIG	2ei8_DT8_LIG	2fzz_5QC_LIG	2g00_4QC_LIG	2h9e_DTY_LIG	2j2u_GSQ_LIG	2j34_GS6_LIG	2j38_GS5_LIG	2j94_G15_LIG	2j95_GSX_LIG	2jkh_BI7_LIG	2p16_GG2_LIG	2p93_ME1_LIG	2p94_ME4_LIG	2p95_ME5_LIG	2phb_230_LIG	2pr3_237_LIG	2q1j_FXI_LIG	2ra0_JNJ_LIG	2uwl_895_LIG	2uwo_701_LIG	2uwp_894_LIG	2vh0_GSI_LIG	2vvc_LZF_LIG	2vvu_H22_LIG	2vwl_LZH_LIG	2vwm_LZI_LIG	2vwn_H25_LIG	2vwo_LZG_LIG	2w26_RIV_LIG	2w3i_L1C_LIG	2w3k_L1D_LIG	2wyg_461_LIG	2wyj_898_LIG	2xbv_XBV_LIG	2xbw_455_LIG	2xbx_RR8_LIG	2xby_63C_LIG	2xc0_8NC_LIG	2xc4_IVK_LIG	2xc5_OYJ_LIG	2y5f_XWG_LIG	2y5g_FJD_LIG	2y5h_Y5H_LIG	2y7x_MZA_LIG	2y7z_C0Z_LIG	2y80_439_LIG	2y81_931_LIG	2y82_930_LIG	3cen_FXA_LIG	3cs7_LG0_LIG	3ffg_FFG_LIG	3iit_D14_LIG	3kl6_443_LIG	3kqb_LGJ_LIG	3kqc_LGK_LIG	3kqd_LGL_LIG	3kqe_LGM_LIG	3liw_RUP_LIG	3m36_M35_LIG	3m37_M37_LIG	3q3k_D90_LIG	3tk5_D1Q_LIG	3tk6_D46_LIG	4y6d_48U_LIG	4y71_48W_LIG	4y76_4O1_LIG	4y79_4O6_LIG	4y7a_987_LIG	4y7b_44I_LIG	4zh8_4O4_LIG	4zha_4O5_LIG	5k0h_6PK_LIG	5vof_RIV_LIG
step2_200_2000_5.0_86398.xyz_1	-10.25233	-5.83821	-6.3546	-7.24862	-7.69064	-6.70306	-8.30881	-6.12034	-8.48889	-7.8269	-10.43602	-8.76793	-8.96339	-10.04217	-5.487	-5.32885	-11.48444	-8.42195	-7.15876	-7.09728	-4.38476	-4.50727	-9.67185	-3.93135	-9.86247	-8.26973	-5.07725	-8.09215	-4.76127	-9.83289	-6.30636	-8.25148	-9.7802	-8.84665	-10.44439	-5.87209	-3.79261	-5.16404	-7.68401	-6.44412	-8.14412	-6.76071	-5.45236	-9.65455	-6.8007	-9.98401	-8.45434	-8.91618	-7.24968	-7.8478	-4.70863	-7.19809	1.0868	-4.54954	-6.09901	-7.86123	-8.45406	-5.01099	-9.54226	-8.58166	-8.42432	1.31882	-8.17112	-6.61325	-1.61688	-4.61381	-7.23722	-7.10836	-9.77301	-9.58702	-6.36849	-7.23931	-7.26615	-6.50688	-3.39602	-2.14669	-7.98551	-7.07166	-6.89056	-9.94999	-8.48534	-9.62361	-7.41612	-9.64975	-5.99528	-10.45251	-9.48988	-11.96472	-11.49662	-11.83329	-3.53871	-7.09858	-6.56768	-8.46879	-5.53987	-5.48162	-7.3132	-6.39005	-7.53998	-5.30632	-10.27788	-3.52011	-8.20385	-6.25155	-7.04112	-2.7578
step2_200_2000_5.0_86498.xyz_1	-7.99498	-2.48267	-5.95862	-4.82778	-5.90624	-7.82898	-5.67017	-5.14144	-6.83866	-2.63985	-8.917	-7.60564	-7.6056	-7.78914	-4.31412	-4.51712	-8.77209	-7.99688	-5.17548	-6.30216	-1.85463	-6.46834	-8.01953	-4.57953	-7.14501	-8.10626	-5.18772	-7.03943	-3.30786	-7.41138	-6.73045	-8.86614	-7.45016	-7.39503	-6.80281	-6.74762	-3.31643	-3.72078	-7.25979	-6.25629	-3.52518	-3.98842	-5.47621	-9.99551	-5.46935	-8.046	-6.71529	-3.71095	-11.30399	-5.63933	-7.83096	-2.67448	-6.89897	-3.76614	-5.29086	-6.46625	-7.69654	-4.63637	-7.20719	-6.87732	-6.06154	-2.48384	-7.635	-10.90405	-4.91219	-6.58947	-6.54143	-6.0158	-8.98571	-6.12385	-5.82003	-7.44087	-4.78718	-5.34731	-5.8081	-2.96767	-6.34788	-9.00702	-7.28195	-7.25944	-8.04516	-8.13157	-4.21607	-6.60559	-7.08136	-8.43189	-9.51682	-9.70415	-10.41152	-9.23649	-8.29534	-5.62654	-5.65699	-9.37592	-4.87042	-5.42834	-6.70868	0.60368	-8.09067	-5.37867	-5.44101	-6.88103	-7.93792	-3.66401	-6.88816	-4.93164
complex_2	-10.74966	-10.03475	-9.00729	-9.19138	-8.8207	-9.7273	-9.03618	-9.45757	-8.75123	-8.09452	-8.65903	-9.56891	-8.96081	-9.21002	-8.7988	-8.72853	-9.70284	-10.42485	-9.40469	-7.46634	-9.59626	-8.81326	-9.27369	-9.4879	-7.49996	-9.94524	-7.29581	-9.0009	-6.46934	-9.14519	-8.73846	-7.04503	-7.63789	-7.86757	-11.87566	-10.82793	-5.70553	-7.3398	-7.23186	-8.25506	-6.7996	-7.00678	-7.20572	-9.12309	-8.69407	-9.82966	-9.92635	-9.34527	-9.523	-9.22331	-8.9243	-6.53236	-6.64104	-7.23616	-7.24376	-10.11677	-9.96323	-9.86388	-9.16861	-10.76564	-10.31594	-6.91196	-9.03065	-8.32736	-6.89782	-8.50081	-9.35252	-10.33474	-8.54795	-8.96729	-9.79243	-7.40777	-10.31654	-6.53816	-7.28392	-5.03367	-8.1411	-7.91905	-9.58308	-9.44304	-8.21388	-6.61149	-7.59615	-10.8409	-9.98404	-8.29941	-10.28903	-10.50815	-12.11105	-11.33237	-8.12364	-9.56866	-9.10917	-7.1432	-7.91812	-7.20913	-8.61828	-8.89003	-8.00615	-8.01685	-8.23613	-7.60211	-8.49875	-7.89835	-7.73062	-6.40059
step1_200.xyz_2	-10.52864	-10.09977	-8.7726	-8.8468	-8.80425	-9.5091	-8.7163	-9.42717	-9.48094	-8.42571	-8.80438	-9.62186	-8.52739	-9.17747	-8.94476	-8.24965	-10.11423	-10.48418	-9.34081	-7.37667	-9.57181	-8.03784	-8.9917	-9.45629	-6.96027	-9.94683	-7.41674	-8.80721	-6.45431	-9.27627	-8.11782	-7.09873	-7.68445	-7.63422	-12.29915	-10.64845	-5.73111	-7.32286	-7.25295	-8.22113	-6.92218	-6.96063	-7.02273	-9.19239	-7.64702	-9.14329	-9.86359	-9.66284	-9.38766	-9.16359	-9.36915	-6.42992	-6.40003	-7.20979	-6.70064	-9.21058	-9.21141	-9.70574	-8.49749	-10.31035	-9.59819	-6.2546	-8.84468	-8.23535	-6.4484	-7.59769	-9.79931	-10.31512	-7.96623	-8.67264	-9.55219	-7.03843	-10.45622	-6.45787	-7.53935	-4.62487	-7.77544	-7.79345	-9.38782	-9.35266	-7.83337	-7.1264	-7.60077	-10.32877	-10.00404	-8.38188	-10.62016	-10.46128	-12.26705	-11.89544	-7.91116	-9.71185	-9.50677	-6.28437	-7.33433	-6.92433	-8.14395	-8.81921	-8.00665	-8.1172	-8.24749	-8.00138	-7.97603	-7.59918	-7.60203	-5.94672
step2_200_2000_5.0_16930.xyz_2	-6.91544	-5.03178	-8.50838	-9.57488	-3.13983	71.58225	-8.66797	-3.95146	-6.08472	-6.61146	-4.61031	71.84838	-5.22793	-11.31482	-7.07297	-6.67427	-7.25886	-5.98851	-8.23812	-5.50459	-7.55333	-8.76145	-7.58777	-5.75374	-6.15157	-8.28269	-6.21604	-7.17486	-4.49383	-6.8283	-8.24953	-8.89648	-7.43618	-7.3968	-7.93396	-4.94319	-3.89189	-0.49833	-5.34714	-4.83519	-7.35676	-5.45014	-3.94805	-5.96616	-4.6826	-9.04229	-8.02402	-5.78533	-7.66222	-7.32213	-5.63892	-5.09383	-3.75348	-4.8293	-4.68905	-6.48568	-7.46482	-6.50821	107.3856	-5.49736	-6.70737	-4.77522	-7.60241	-7.25226	-5.34992	-4.70472	-8.02984	-8.5383	-5.8944	-7.57725	-7.33702	-5.25557	-8.3498	-6.92061	-5.45603	-3.76602	4.6708	-3.67682	-7.17664	-11.78166	-6.16362	-5.92379	-4.22701	80.66826	-6.20001	-6.93986	-7.13116	43.0601	-9.06245	-7.76901	-5.03663	-7.30508	-5.95615	-7.71694	-8.21359	-4.9412	-6.37768	-7.5649	-6.46732	-5.58794	-3.68527	-3.85424	-6.90454	-4.82789	-3.49687	-4.72482
step2_200_2000_5.0_2177.xyz_2	-6.77641	-7.04897	-7.55217	-4.99959	-5.80422	-8.61045	-7.71936	-4.51621	-9.01069	-8.43933	-7.79363	-7.27404	-7.72857	-6.34094	-7.27756	-7.44442	-6.23207	-9.64581	-6.49581	-7.05204	-6.26823	33.91441	-7.58834	-5.88837	-5.24779	-6.42223	-5.79751	-6.98649	-4.07797	-4.31122	-9.87807	-7.52944	-7.13083	-6.80909	-11.34333	-4.93351	-0.63087	-5.3618	-5.27251	-6.41604	59.00358	-6.55722	-4.91201	-4.17741	-7.34485	-7.86701	-7.24158	-8.54526	-8.20997	-7.44135	-5.5943	-6.32804	-2.90733	-7.59735	62.74702	-4.65534	-9.10789	-5.57105	-9.92143	-9.78408	-9.29528	-5.54674	-8.88382	-9.20656	-2.90959	-2.7116	-8.88675	-7.13719	-7.50316	-10.44017	72.98966	-6.99198	-10.79434	-6.33938	-5.02998	-2.57862	-7.44174	-6.08609	-8.20434	-5.98094	-5.87049	-5.28807	-8.01795	-10.36734	83.31753	-7.33629	-11.00705	-7.56102	-8.84275	-7.74477	-5.0082	-4.44234	-3.59947	-5.12427	-7.03013	-6.3702	-8.27619	-7.66877	-5.27523	-7.76307	-8.30247	-7.44586	-6.37942	-8.46233	-5.99993	-5.46864
step2_200_2000_5.0_27766.xyz_2	-8.26998	-7.35274	-7.85053	-5.77114	-5.29818	-6.19071	-7.94691	-7.73023	-5.77284	-7.64744	-7.61266	-7.67429	-4.64633	-9.58548	-8.04005	-8.39723	-7.1418	-6.78399	112.49646	-6.08969	-7.91696	-6.72062	-5.46408	-6.17961	-6.16831	8.76077	-4.59677	-8.58257	-5.70697	-7.95649	-5.43823	-4.48866	-5.1428	-8.47569	-7.56059	-9.89417	-3.82041	-3.93994	-6.98537	-6.90545	-6.00054	-5.09041	-4.40971	-7.34503	-7.38013	70.25947	-3.98383	-6.64333	-9.11044	-6.96314	-8.74256	-3.3705	-3.37763	-3.10231	-4.85699	-7.74	-7.34235	-8.56961	-6.73162	-2.81884	-7.74103	-6.66877	60.34143	-7.16568	-8.39544	-7.16817	-5.75748	-5.75986	-5.7985	-6.55552	-8.37311	0.19655	-6.52959	78.92134	-5.49317	-2.34601	-5.75164	-3.37598	-8.37262	-10.63275	-8.80219	-6.24583	-7.33666	-7.92561	-6.45395	-7.17067	-7.27579	-10.17732	-11.07315	-8.48913	-4.36038	-5.26708	51.47689	-4.2787	-7.40336	-6.18394	-4.79701	-8.26345	-8.00732	-5.80469	-6.94062	-4.7575	-7.44814	-6.1488	-5.86453	-4.4731
step2_200_2000_5.0_28005.xyz_2	-8.52461	-7.15574	-8.83955	-6.703	-7.78781	-8.94162	-7.22671	-8.31415	70.90768	-8.00869	-7.7872	-8.83791	-4.52474	-7.84397	-7.08971	-6.787	-9.75559	-8.34423	-6.15521	-5.14869	-8.60626	-5.07181	-9.2714	-7.68369	-5.63419	-6.56115	19.95234	-6.3241	-4.1593	-6.01503	-10.89677	-7.25429	-7.54525	-6.06237	-9.69718	-9.67256	-5.04331	-4.07017	-5.8704	-7.11516	-5.27897	-5.0284	-5.39813	-7.76358	-6.50532	-10.00357	-8.66734	-7.38792	-8.12092	-6.32212	-7.68237	-4.61364	-5.14712	-5.9922	11.49087	-7.64297	-7.72784	64.78019	-7.83331	-7.30495	-6.9085	-4.52814	-7.30565	-9.85548	-5.52657	-7.4108	-7.41766	52.08455	-4.50106	-7.94155	-7.23655	46.14725	-8.95864	-5.72286	-6.85331	-4.57826	-8.47397	-5.79138	-7.3586	-7.17087	-7.01723	-6.75145	-5.67406	-9.7665	-9.58867	-6.84195	-8.95009	-9.61789	-10.02541	-11.49661	-6.84493	-8.34544	-7.88684	-7.14833	-7.92277	-3.10864	-4.58765	-6.35599	-5.12415	-4.79251	-7.6305	-4.88001	-5.99135	-6.91336	-5.76125	-4.4941
step2_200_2000_5.0_4094.xyz_2	-8.09516	-7.34606	-6.687	-4.56035	-7.93877	-7.04628	-9.28127	-4.72548	-8.72304	-5.68727	-7.95584	-7.23059	-6.38641	-6.45109	-8.8206	-7.81739	-5.16205	-7.13028	-6.2653	-5.73974	-8.1689	-5.7047	-4.7509	-7.1375	-5.16439	-6.81137	-7.36393	-6.39389	-5.43577	-5.51163	-6.54088	39.9429	-5.96598	-7.35788	-9.46632	-9.29029	-3.33238	-3.18011	-4.11041	-5.78619	-5.2322	-6.84173	54.52095	-7.04761	-5.67734	-5.17241	-4.83042	-9.46189	-9.9944	-6.39457	-8.69945	-3.97082	-4.9298	-5.98935	-6.85179	-4.01805	-6.1554	-2.74399	-6.59337	-6.98497	-4.79412	-5.45084	-8.20936	-6.4738	-5.7381	-6.06421	-7.90207	-9.07835	-5.77495	-8.35808	-7.52093	-7.4648	-8.68538	-5.40068	-5.71851	-3.30735	-3.77507	-4.034	-6.60103	-8.71313	-7.35348	-4.81596	-5.62813	-12.35981	-5.69256	-6.45654	-8.32694	-8.39698	-9.94975	-7.36057	-5.81342	-5.69076	-3.33566	-2.45474	-8.01959	-3.75773	-7.34229	-10.3274	-7.22071	-8.14044	-7.20253	-6.46036	-7.3887	-3.02004	-5.52244	-5.10533
step2_200_2000_5.0_47873.xyz_2	-7.13912	-8.29406	-6.93339	-4.62056	87.85617	-5.67431	-5.04965	-5.3092	-6.09361	-5.98122	-5.92725	-5.58442	-5.98319	-5.24352	-7.65299	-5.76821	-8.05746	-4.41635	-6.33036	-7.37926	-6.43786	-3.00254	-7.53023	-8.41473	-6.77528	-4.95829	-6.06788	-4.75693	-2.68841	-4.92895	-7.24169	-5.48611	-6.26237	-5.90448	-8.67773	-4.99856	-3.81002	-4.39073	-6.05882	-4.91293	-5.98062	-5.39048	-4.12093	-5.15839	-4.58433	-9.34747	-9.6253	-7.778	-6.15698	-6.84703	-3.40725	-5.4375	-3.82284	-4.89094	-3.14615	-6.98345	-4.64875	-5.91811	-7.84715	-8.80947	-5.86316	-6.45514	-7.98902	-7.19369	-5.53198	3.79128	-6.37687	-8.34722	-6.24104	-5.5666	-8.35395	-5.79457	-8.36375	-5.05319	-6.20789	-3.41334	-5.51545	-6.44927	-1.1636	-6.07321	-7.62069	-7.40799	-5.8943	-8.17377	-9.44968	-5.38913	-5.79969	-5.85981	-5.36187	-8.05832	-4.72689	-6.73403	-5.84317	-6.90175	-6.97783	-4.93091	-7.02192	-5.70507	-4.59924	-6.44126	-4.99225	-6.14329	-6.03847	-6.26574	-3.82575	-5.04721
step2_200_2000_5.0_77285.xyz_2	-7.21135	-6.33717	-7.72132	52.20772	-5.88585	-7.77605	-6.87427	-6.90678	-8.57325	-8.11627	-8.80393	-6.67195	-6.11969	-7.6898	-6.72874	-8.36391	-6.71254	-6.41325	-7.76848	-6.00991	-8.31417	-6.05042	-7.89354	-6.92156	-5.23151	-6.23132	-4.09401	-5.43985	-7.13823	-7.12856	-6.8388	-5.76736	-8.30738	-5.49836	-10.66448	-6.50269	-2.34926	-6.63702	-5.82179	-7.34314	-5.87088	-6.0454	-4.59455	-6.64288	-7.51395	-8.69002	-6.35494	-9.47613	-7.72015	25.68411	-7.47894	-5.7259	-4.81803	-6.13733	-4.22541	-7.41019	-7.68714	-7.41267	-8.05091	-7.58684	-8.65352	-6.41916	-8.19344	-8.02856	-5.66744	-6.10633	-10.09891	-8.63293	-7.60531	-9.24368	-6.47817	-7.59941	-9.21334	-5.76953	-6.05242	-4.17236	-5.4011	-5.99647	-7.08517	-9.55265	-5.15637	-7.49286	-8.04588	-10.08229	-7.3703	-7.87793	-10.30601	-8.66861	-9.25894	-7.19387	-5.98328	-8.32611	-6.94702	-5.50816	-6.17005	-5.80907	-7.42995	-8.01231	-3.312	-6.24298	-6.16905	-6.12975	-4.93173	-6.5419	-4.25228	-5.5754
step2_200_2000_5.0_85412.xyz_2	-8.04889	-8.21298	-8.57268	-6.33775	-8.26542	-8.20011	-9.85334	-6.71954	-10.29325	-8.66069	-8.69687	-8.30972	-6.35611	-6.4519	-2.13161	14.84214	-7.23719	71.05468	-9.29363	-7.97654	-4.4141	75.38156	91.70414	-7.05109	-7.0216	-4.78451	-5.63012	-7.91666	-5.44337	-7.79486	-6.73803	-7.9068	-6.94504	-7.08034	-11.39731	-10.66616	-5.39701	-2.96282	-7.04254	-5.9271	-4.70577	-6.83428	-6.32704	-7.96595	-5.30032	-9.98656	-8.43548	-9.14005	-7.73088	83.19922	-7.64441	-3.80356	-6.43272	-7.39297	-5.63499	-5.83337	-5.08329	-4.88108	67.20488	-9.01929	-6.41151	-4.08781	-5.8669	-5.50647	-6.29423	22.12881	-8.84196	-10.70204	-7.10185	-8.28178	-7.53981	-7.36039	-11.58127	-6.17205	-6.50893	-4.7997	-6.81271	-6.41409	-7.27635	-8.19352	-3.98836	-6.95452	-7.67493	-10.94681	-8.33549	-7.2203	-10.04014	-10.36532	-9.86082	-5.01281	-5.78312	-5.95964	-9.01924	-8.3256	-6.01048	-5.71245	-8.04335	-7.71136	-6.32125	-6.24158	-7.28939	-7.38629	-6.52835	-4.87624	-5.33876	-4.28804
step2_200_2000_5.0_86398.xyz_2	-7.91033	-6.88389	-5.48168	-6.96511	-3.82196	-5.30011	-10.91943	-5.06641	-9.64716	-8.92936	-8.86665	-9.42414	-8.3111	-8.74544	-5.8055	-4.46909	-9.21363	-9.12588	-7.35966	-6.7116	-6.21904	82.78041	-9.51139	-4.31235	-7.70577	-9.3674	-5.68898	-8.68951	-3.0369	-8.1056	-8.21887	-7.51741	-6.72982	-7.83223	-11.12022	0.66448	-1.98785	-3.3669	-4.89596	-7.90414	-6.70766	-6.42447	-4.20865	-8.99961	-6.0515	-12.06373	-10.36119	-10.19805	-8.54656	-7.21777	-5.05995	-4.84308	-4.17022	-6.89266	-4.39136	-8.21292	-8.38012	21.7398	-5.98979	-8.89056	-8.67672	-6.33942	-5.49397	-6.24107	-3.57668	68.57029	-7.14114	2.03798	-6.67309	-9.04091	-8.60237	-6.48136	-7.60499	-4.85271	-5.92539	-3.38064	-7.06169	-7.16485	-9.79953	-10.82013	-6.3035	-6.21663	-6.13168	-9.32029	-10.26211	-8.51672	-10.14535	-10.31103	-12.1212	-12.64182	-6.26092	-6.62353	-6.57245	-7.83281	-5.96116	-5.0947	-4.79997	-10.43507	-6.71177	-6.98524	-8.2277	-5.41148	-7.56126	-6.64486	-7.16477	-4.25953
step2_200_2000_5.0_86498.xyz_2	-8.44487	-4.90673	-6.41124	-7.34085	-7.79377	-7.97458	-3.6839	-3.66216	-7.11036	-4.02193	-7.18785	-7.61302	-5.63353	-7.45536	-5.17093	-6.12352	-7.35171	-8.18826	-7.07406	-6.75699	44.71932	-7.17961	-7.51665	-6.83922	-5.89871	-6.3545	-6.84093	-6.9965	-2.6799	-7.87544	-6.51104	-6.24771	-5.83582	-7.25935	-4.76946	-4.31501	-1.76357	-6.55424	-6.35789	-7.49114	-4.24259	-3.67009	-5.09794	-8.33872	-5.26338	-9.23591	-8.76695	-7.49001	-8.04382	-6.32325	-5.5114	-4.76602	-5.99911	-6.12804	-4.2466	-5.81852	-6.52931	-6.25051	-7.29876	-6.43121	-6.25687	-4.42496	-9.69398	-11.19318	-4.41684	-3.60487	-7.7947	-8.3251	-4.8914	-2.98776	-9.35551	-6.73537	-9.15743	-4.8021	-6.15688	-3.96125	-6.15624	-7.0101	-9.0684	-9.01161	-4.50112	-6.32664	19.49681	-7.44695	-7.07949	-8.98347	-7.30941	-8.61617	-9.55783	-9.32829	-5.05513	-5.36385	-4.75796	-5.97853	-6.55353	-4.44683	-6.07786	-3.64123	-8.69756	-3.63372	-3.88768	-6.06824	-7.9412	-5.68107	43.9557	-4.05571
complex_3	-9.99187	-9.52474	-7.9074	-9.41868	-9.38359	-9.39829	-8.25823	-9.26908	-8.16889	-8.31033	-7.96049	-8.70104	-7.35404	-9.50447	-8.12658	-7.2959	-9.67288	-7.66946	-7.02528	-6.99568	-9.05452	-9.07946	-7.06978	-7.57574	-7.77972	-9.10016	-8.91814	-7.5414	-6.8132	-8.72023	-8.18528	-7.56193	-8.05949	-6.9568	-11.64048	-10.48755	-5.54841	-8.22008	-7.18122	-7.05398	-5.93164	-7.3621	-7.25415	-7.3879	-8.11593	-9.07984	-7.50329	-8.91671	-9.42977	-9.18821	-8.71238	-6.19687	-6.97337	-5.90746	-6.70012	-8.89623	-8.78777	-8.40477	-9.20202	-9.04148	-8.97497	-8.24396	-8.21335	-7.9717	-7.55697	-8.35824	-8.43836	-8.68395	-9.06709	-8.53568	-8.25457	-8.48503	-8.11216	-7.59236	-6.93603	-5.07566	-9.42583	-8.15177	-8.07743	-7.82574	-9.19041	-7.03975	-7.29746	-9.26795	-8.3276	-8.73457	-9.45001			-10.59828	-10.02538	-10.05507	-9.12048	-8.69629	-6.62656	-5.91808	-8.32943	-7.94337	-7.76728	-7.3799	-8.08931	-7.50928	-8.58499	-7.17535	-9.48511	-6.61691
step1_200.xyz_3	-9.73176	-9.71435	-7.51511	-9.25981	-9.54784	-9.50369	-8.77544	-9.30087	-8.77593	-8.94734	-8.43298	-8.31003	-7.64941	-9.54312	-8.26186	-7.31359	-10.14074	-7.32025	-6.48163	-7.42773	-9.60296	-8.34767	-7.00034	-7.27433	-7.50192	-9.30125	-8.58836	-7.49675	-6.9833	-8.16663	-7.68505	-7.49882	-7.78471	-7.02839	-12.12087	-10.39327	-5.36633	-7.7894	-6.82239	-7.01976	-5.95055	-7.21186	-7.32525	-7.54571	-7.58854	-9.26757	-6.9402	-9.26046	-9.74779	-9.26309	-8.92389	-6.01167	-6.7531	-5.89006	-6.59419	-8.50501	-8.2667	-8.14774	-9.30188	-8.73856	-9.10803	-8.38363	-8.54251	-8.26317	-7.19406	-7.84809	-8.62962	-8.28684	-9.2075	-8.00807	-7.60864	-8.14542	-7.99886	-7.52247	-6.52838	-4.93821	-9.5208	-8.06166	-8.12809	-7.94831	-8.54858	-6.26213	-7.0608	-9.31595	-8.8423	-8.77035	-9.11065			-10.91032	-10.0482	-10.5914	-9.91289	-8.12072	-6.42677	-5.84561	-8.28691	-7.48206	-7.61335	-7.17192	-8.30769	-7.40121	-8.30165	-6.79152	-9.06107	-6.12494
step2_200_2000_5.0_16930.xyz_3	3.98024	90.04422	-7.895	-9.56634	-5.58231	-6.80346	-9.74122	-7.00596	-7.02431	-5.7597	-4.31902	-5.38117	-7.74789	-9.1946	64.97006	-7.26618	-5.91277	-3.16171	-7.126	-7.29183	-6.12769	-8.68702	-3.91234	94.09726	-4.64327	-10.08568	-6.13387	-3.97179	-3.25188	0.03718	-6.04497	-7.8016	-7.28619	-6.6422	-7.79992	-6.67142	-3.47719	-5.45378	-5.71619	-4.90904	-4.7439	-5.01916	-5.4188	-5.78444	-4.4119	-9.04704	-6.21519	-4.62614	-7.03401	-5.82382	-6.93914	-4.97494		-6.79249	-5.69448	-6.25514	-5.66829	-6.74052	-6.5049	-7.01995	-6.64917	-3.00376	-9.84472	-6.66398	-4.46725	-5.2872	-5.64446	-5.81155	-7.22147	-5.44652	-6.20138	-5.50341	-6.47837	-5.54648	-3.24665	-3.5001	-6.45481	-7.77276	-8.89611	-7.74827	-8.69961	-7.63038	-4.24601	-6.5289	-8.33604	-7.37163	-5.77098			-7.66658	-8.93806	-7.90415	-6.8635	-9.0511	-7.10245	19.20877	-5.40761	-6.4152	-6.8711	-6.09459	44.87821	-5.93762	-6.38379	-4.88307	-7.22303	9.98932
step2_200_2000_5.0_2177.xyz_3	-6.69742	-6.73164	-5.82454	-8.62921	-6.51035	-7.16657	-7.94338	-5.52013	-8.451	-9.49971	-7.24164	-5.49311	37.19368	-5.64563	-5.96764	-8.78536	-7.48219	-6.60513	-5.65785	75.51187	-6.78409	-3.78698	-6.94393	-7.13595	-7.2279	-3.66737	-6.15649	-5.39523	-3.33067	-6.21263	-7.33551	-8.4499	-5.39464	-7.15401	-10.73635	-6.87492	-3.69324	-3.4536	-5.98089	-6.57687	-5.73502	-6.45013	-6.00828	-4.91854	-7.01339	-8.41702	-6.98123	-8.28116	-7.52145	-7.11269	3.48662	-6.41752	-4.81297	-6.39641	-4.01066	-3.13035	-9.43044	11.59194	-7.88255	-9.49226	-9.65239	-4.97627	-9.51314	39.48527	-3.68823	-4.93	-8.19563	-7.87788	-8.96568	18.68014	38.96566	-7.75836	-6.54384	-6.77794	-5.18968	-4.00284	-10.74826	-6.55863	-7.92715	-6.24216	-4.66841	-6.07799	-4.81042	-9.08796	-8.93046	-5.96234	-7.79115			-9.15898	-6.86246	42.61527	-6.32597	-6.01126	-5.52501	-5.32877	-8.12334	-8.2728	-5.21162	-6.17386	-4.91857	-4.65661	-7.00497	-5.65528	-8.21461	-5.02205
step2_200_2000_5.0_27766.xyz_3	-8.6079	-6.86852	21.47277	-9.01712	-7.70603	-6.19348	-9.48515	48.13721	-5.71432	-5.21217	-9.29291	-7.47473	34.44629	31.92336	-7.02434	-6.31007	-10.58246	-6.10225	57.09388	17.42327	-9.4241	-6.13	-2.03384	-7.40811	-4.06179	45.01303	-6.77798	-7.31862	-3.41337	-5.90093	80.57124	-5.90907	-3.22406	-2.91573	-9.79665	-5.84153	-4.64751	-3.1392	-5.16986	-5.22022	-4.67052	-6.3878	-3.9838	-7.6163	-5.45175	-7.52149	-2.50478	-5.97828	-6.4181	-7.5614	-8.14991	-4.31945		77.99309	-5.56708	-8.70841	-9.79228	-5.95727	-7.07467	-6.21212	-9.43503	-3.29511	-9.20596	-8.04778	-7.73589	-7.87694	-4.13023	-7.60459	-6.95194	-6.79356	-5.32474	-1.337	-5.67417	44.20005	19.43023	-1.78648	-7.42241	-5.66946	-4.94729	9.84034	-7.38032	-6.49888	-5.5604	-6.0519	-5.64778	-6.88258	-5.82831			-10.1579	-7.83819	-5.8609	-8.17696	-6.17061	-6.13523	-5.14154	-4.22568	-4.49605	-7.27874	-4.87444	-6.13119	-3.7348	-4.21904	-3.70941	-5.68692	-5.84124
