,,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
roc_auc,97,0.60337,0.59789,0.69238,0.75755,0.83761,0.86185,0.86955,0.88964,0.88599,0.874,0.881
roc_auc,98,0.55923,0.53955,0.71285,0.80357,0.86767,0.9107,0.91509,0.91655,0.90709,0.90825,0.90394
roc_auc,99,0.59619,0.61381,0.71409,0.78366,0.83884,0.86038,0.8656,0.88036,0.8723,0.87753,0.88007
roc_auc,100,0.53801,0.59867,0.69755,0.76417,0.89122,0.90791,0.91806,0.91966,0.9151,0.91457,0.91089
roc_auc,101,0.55979,0.59969,0.69091,0.76648,0.82201,0.87145,0.87272,0.87255,0.8736,0.87984,0.87237
roc_auc,102,0.56947,0.55594,0.70823,0.79382,0.82808,0.87063,0.8845,0.90706,0.90076,0.90891,0.90596
roc_auc,103,0.607,0.61352,0.70764,0.76242,0.84391,0.8685,0.88176,0.8888,0.89613,0.89861,0.90492
roc_auc,104,0.58551,0.54184,0.65521,0.75191,0.8302,0.87351,0.89393,0.89215,0.89869,0.89483,0.89434
roc_auc,105,0.55958,0.57198,0.7104,0.79562,0.86158,0.89753,0.88837,0.91755,0.91382,0.92096,0.92047
roc_auc,106,0.58603,0.63197,0.72388,0.76387,0.85735,0.89019,0.89614,0.89885,0.8983,0.89794,0.88882
roc_auc,107,0.55186,0.58004,0.68479,0.73888,0.82043,0.85074,0.85919,0.86527,0.85205,0.86791,0.84282
roc_auc,108,0.56672,0.58438,0.66831,0.73771,0.80987,0.84004,0.86394,0.87273,0.86353,0.88031,0.87008
roc_auc,109,0.60583,0.59875,0.70761,0.81674,0.85383,0.87093,0.86404,0.8837,0.87284,0.88849,0.87868
roc_auc,110,0.57734,0.59028,0.71807,0.78738,0.87279,0.90126,0.91212,0.91122,0.90043,0.90763,0.90348
roc_auc,111,0.55217,0.56618,0.69584,0.78076,0.86485,0.90987,0.91182,0.9211,0.91783,0.93032,0.92191
roc_auc,112,0.57094,0.58864,0.68116,0.76343,0.85506,0.89592,0.88768,0.89417,0.90271,0.91246,0.90136
roc_auc,113,0.58259,0.60729,0.74262,0.7787,0.86538,0.88242,0.88723,0.90675,0.90587,0.90179,0.89584
roc_auc,114,0.61712,0.58129,0.70364,0.74894,0.84305,0.88968,0.90749,0.91867,0.91695,0.91069,0.9065
roc_auc,115,0.5666,0.57599,0.67727,0.77835,0.8329,0.87077,0.88353,0.88778,0.87691,0.8902,0.86865
roc_auc,116,0.53833,0.55289,0.66755,0.76635,0.85112,0.88052,0.88093,0.87885,0.8715,0.89045,0.88359
roc_auc,117,0.55575,0.571,0.7145,0.75248,0.83353,0.86674,0.88635,0.89449,0.88948,0.8927,0.88705
roc_auc,118,0.59432,0.58641,0.70747,0.79646,0.86292,0.87806,0.88584,0.89451,0.89304,0.88665,0.8875
roc_auc,119,0.59827,0.58313,0.67041,0.72055,0.82144,0.88497,0.90244,0.91794,0.90242,0.91748,0.90856
