,,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
roc_auc,1,0.53731,0.81225,0.87833,0.87847,0.90363,0.90911,0.90887,0.92238,0.92355,0.9271,0.92824
roc_auc,2,0.54689,0.78102,0.86826,0.90058,0.93074,0.93638,0.93968,0.93777,0.93766,0.93641,0.93644
roc_auc,3,0.58049,0.76242,0.85848,0.86376,0.88752,0.90395,0.91279,0.91068,0.90989,0.9084,0.91397
roc_auc,4,0.57994,0.79874,0.86955,0.88298,0.91218,0.93334,0.9355,0.94192,0.93755,0.93618,0.93635
roc_auc,5,0.61226,0.81477,0.88948,0.90481,0.92557,0.93092,0.94062,0.9339,0.93505,0.93473,0.92871
roc_auc,6,0.54942,0.79767,0.84598,0.87553,0.88641,0.90869,0.91783,0.90701,0.90694,0.90363,0.90579
roc_auc,7,0.56079,0.80602,0.88475,0.90831,0.9375,0.94358,0.9437,0.9588,0.95459,0.95606,0.96468
roc_auc,8,0.5887,0.80166,0.87642,0.88377,0.90932,0.9271,0.92377,0.92673,0.92349,0.92307,0.92851
roc_auc,9,0.57339,0.77683,0.86662,0.88592,0.91571,0.9275,0.93461,0.93514,0.93151,0.93494,0.94504
roc_auc,10,0.56873,0.77433,0.86545,0.88029,0.90455,0.92149,0.93264,0.93308,0.93213,0.92805,0.92973
roc_auc,11,0.603,0.82565,0.88876,0.88878,0.92133,0.93803,0.94206,0.9436,0.93758,0.95004,0.9418
roc_auc,12,0.59315,0.76768,0.86419,0.87369,0.90012,0.93046,0.9353,0.92067,0.91902,0.92475,0.93169
roc_auc,13,0.60519,0.82382,0.88971,0.90306,0.91646,0.92653,0.92833,0.92958,0.93315,0.93817,0.93422
roc_auc,14,0.53826,0.81453,0.87625,0.89071,0.92533,0.93722,0.93726,0.93576,0.93669,0.93673,0.93575
roc_auc,15,0.57919,0.78407,0.87388,0.89531,0.90655,0.9245,0.92276,0.92719,0.93171,0.93173,0.93311
roc_auc,16,0.60569,0.79615,0.86878,0.89569,0.92935,0.93449,0.93551,0.93663,0.93878,0.93141,0.93935
roc_auc,17,0.62943,0.83509,0.8935,0.90943,0.92586,0.93683,0.94636,0.9377,0.94364,0.94385,0.95017
roc_auc,18,0.59722,0.76505,0.83848,0.8761,0.91508,0.93556,0.94734,0.95003,0.94724,0.95097,0.95027
roc_auc,19,0.55441,0.80526,0.86819,0.87848,0.8998,0.92004,0.91597,0.92147,0.91871,0.92207,0.92226
roc_auc,20,0.57914,0.79232,0.86754,0.8943,0.92213,0.9316,0.9448,0.94101,0.94386,0.94479,0.94396
roc_auc,21,0.57309,0.79369,0.88503,0.89851,0.92201,0.94867,0.94987,0.94865,0.94446,0.9501,0.95598
roc_auc,22,0.59566,0.80866,0.87587,0.88953,0.90635,0.91872,0.9276,0.93792,0.93387,0.94109,0.93672
roc_auc,23,0.59305,0.81349,0.87608,0.89722,0.90633,0.91043,0.90973,0.91611,0.9124,0.90785,0.90914
roc_auc,24,0.57936,0.80003,0.88255,0.88782,0.91982,0.93473,0.94519,0.94468,0.94007,0.95276,0.94428
roc_auc,25,0.54655,0.79373,0.85988,0.89059,0.90661,0.91338,0.91687,0.92398,0.91672,0.92302,0.92822
roc_auc,26,0.53855,0.78427,0.86122,0.87916,0.91829,0.92908,0.92849,0.92594,0.92376,0.91678,0.91729
roc_auc,27,0.59878,0.82804,0.893,0.90608,0.92838,0.9375,0.9413,0.9479,0.94322,0.93576,0.93973
roc_auc,28,0.55609,0.78897,0.85028,0.86377,0.90836,0.92204,0.93147,0.92931,0.93337,0.92746,0.93313
roc_auc,29,0.60151,0.80802,0.89609,0.91211,0.92734,0.94053,0.93676,0.93712,0.93264,0.94073,0.94096
roc_auc,30,0.62851,0.80387,0.87096,0.90347,0.92258,0.93748,0.94326,0.94855,0.9459,0.95353,0.95526
roc_auc,31,0.54198,0.78619,0.86333,0.87344,0.89735,0.91821,0.92667,0.9158,0.91641,0.90907,0.9029
roc_auc,32,0.53897,0.82309,0.89566,0.91541,0.92985,0.93799,0.94535,0.94805,0.95133,0.95459,0.9553
roc_auc,33,0.57651,0.78925,0.86955,0.88154,0.91013,0.93494,0.93194,0.93649,0.94196,0.94832,0.94386
roc_auc,34,0.57546,0.77585,0.87718,0.87969,0.91621,0.92486,0.93222,0.92654,0.92169,0.93136,0.93393
roc_auc,35,0.62465,0.79291,0.86442,0.88716,0.91289,0.92043,0.9277,0.93076,0.92064,0.92024,0.92696
roc_auc,36,0.58723,0.80555,0.89262,0.89743,0.92556,0.9447,0.95073,0.95331,0.95337,0.95144,0.9559
roc_auc,37,0.58119,0.80131,0.85657,0.86446,0.89745,0.92431,0.93055,0.92925,0.92989,0.92737,0.93214
roc_auc,38,0.5592,0.79242,0.88218,0.88681,0.89647,0.91802,0.91176,0.91437,0.906,0.90889,0.91677
roc_auc,39,0.60793,0.78076,0.84979,0.86864,0.9072,0.92295,0.92701,0.9217,0.9152,0.92089,0.9232
roc_auc,40,0.50662,0.7992,0.87264,0.8957,0.91132,0.92565,0.92681,0.93916,0.93053,0.9361,0.93815
roc_auc,41,0.60156,0.78287,0.85341,0.883,0.90892,0.9291,0.93631,0.93856,0.94084,0.93862,0.94387
roc_auc,42,0.54977,0.798,0.86085,0.883,0.90115,0.91346,0.91803,0.91812,0.9108,0.91345,0.90348
roc_auc,43,0.53465,0.7983,0.86303,0.86997,0.89882,0.90262,0.91818,0.91954,0.91605,0.91909,0.92301
roc_auc,44,0.54625,0.82784,0.88547,0.892,0.90927,0.92307,0.93101,0.93691,0.93357,0.93336,0.94492
roc_auc,45,0.56263,0.795,0.86708,0.87506,0.92338,0.93495,0.94324,0.95259,0.94624,0.94839,0.94542
roc_auc,46,0.59471,0.8029,0.874,0.89052,0.91283,0.92444,0.92138,0.9293,0.9348,0.92444,0.92352
roc_auc,47,0.60091,0.7637,0.87137,0.89156,0.92417,0.94888,0.94647,0.95104,0.95222,0.95676,0.95501
roc_auc,48,0.55483,0.8088,0.8807,0.88852,0.91249,0.92082,0.93737,0.9312,0.93602,0.93341,0.93413
roc_auc,49,0.54919,0.79287,0.85228,0.87405,0.90318,0.92548,0.92518,0.93055,0.9204,0.93094,0.9325
roc_auc,50,0.60864,0.7975,0.87489,0.89988,0.91349,0.92543,0.92282,0.92797,0.92721,0.92545,0.92506
roc_auc,51,0.64124,0.80818,0.88682,0.8959,0.92961,0.93645,0.95293,0.95158,0.95192,0.95613,0.95791
roc_auc,52,0.65519,0.81117,0.87497,0.89066,0.91415,0.91031,0.92722,0.92281,0.92561,0.93051,0.9232
roc_auc,53,0.5832,0.82097,0.87833,0.89583,0.91569,0.91494,0.91725,0.92405,0.91849,0.92394,0.91757
roc_auc,54,0.57619,0.78052,0.87124,0.8822,0.91015,0.92354,0.91535,0.9174,0.91333,0.91495,0.93058
roc_auc,55,0.58018,0.77299,0.87152,0.88154,0.93068,0.94534,0.94992,0.94628,0.95437,0.95121,0.94844
roc_auc,56,0.56341,0.80119,0.88499,0.91117,0.94701,0.9602,0.96301,0.96553,0.96425,0.96396,0.96988
roc_auc,57,0.58378,0.81783,0.88866,0.90232,0.9017,0.90877,0.91419,0.91214,0.91672,0.91,0.91464
roc_auc,58,0.59758,0.80435,0.84305,0.86726,0.88074,0.90607,0.90901,0.91542,0.91096,0.91283,0.91727
roc_auc,59,0.55067,0.78159,0.86203,0.88219,0.91261,0.92885,0.93555,0.93739,0.94139,0.93672,0.93854
roc_auc,60,0.61469,0.76739,0.84565,0.86766,0.91584,0.92923,0.9359,0.93951,0.9366,0.94434,0.94605
roc_auc,61,0.56262,0.76089,0.85097,0.86937,0.89469,0.90654,0.90324,0.9153,0.90806,0.90652,0.90788
roc_auc,62,0.55834,0.80336,0.86526,0.88309,0.91301,0.93093,0.93248,0.9355,0.93184,0.93113,0.934
roc_auc,63,0.56031,0.83052,0.90925,0.92894,0.93384,0.94723,0.95142,0.95455,0.95395,0.95482,0.96117
roc_auc,64,0.56227,0.79787,0.8699,0.89029,0.92208,0.93181,0.94143,0.94054,0.94376,0.94673,0.9445
roc_auc,65,0.50354,0.79399,0.8749,0.9011,0.90235,0.92365,0.93082,0.9354,0.92851,0.92876,0.92239
roc_auc,66,0.5594,0.82677,0.8876,0.89289,0.92961,0.93993,0.94534,0.9475,0.93674,0.9402,0.94294
roc_auc,67,0.55492,0.78327,0.85939,0.87261,0.91571,0.92807,0.93151,0.92638,0.93101,0.93744,0.93391
roc_auc,68,0.55374,0.79888,0.85691,0.87466,0.90959,0.93738,0.92952,0.92546,0.93729,0.93785,0.94343
roc_auc,69,0.59751,0.79288,0.8452,0.85315,0.89415,0.90372,0.91283,0.90866,0.90296,0.91904,0.90811
roc_auc,70,0.6281,0.80889,0.89252,0.89634,0.92186,0.93237,0.93536,0.92794,0.92917,0.93231,0.93306
roc_auc,71,0.53878,0.78897,0.87137,0.8896,0.91317,0.94137,0.94758,0.95022,0.95055,0.94804,0.94956
roc_auc,72,0.52027,0.78453,0.881,0.90139,0.92196,0.92026,0.92339,0.92565,0.92608,0.92219,0.92026
roc_auc,73,0.5773,0.80347,0.87625,0.88493,0.91102,0.91379,0.92009,0.92142,0.92505,0.92332,0.93313
roc_auc,74,0.60927,0.7934,0.88147,0.89101,0.91979,0.94203,0.95234,0.95336,0.95312,0.94542,0.94364
roc_auc,75,0.6019,0.7875,0.84082,0.86799,0.89526,0.91108,0.91591,0.91603,0.91361,0.92454,0.91999
roc_auc,76,0.55875,0.77439,0.84964,0.87295,0.90673,0.92608,0.92949,0.92894,0.9354,0.93922,0.93652
roc_auc,77,0.55379,0.76858,0.84272,0.86015,0.87956,0.90053,0.90164,0.90275,0.90393,0.90139,0.91306
roc_auc,78,0.59559,0.80132,0.89495,0.9094,0.92828,0.9307,0.94667,0.95233,0.95158,0.94262,0.95698
roc_auc,79,0.57858,0.7988,0.87546,0.88421,0.91096,0.92215,0.92398,0.91457,0.92263,0.921,0.92034
roc_auc,80,0.54931,0.78575,0.85581,0.86854,0.89078,0.90865,0.91816,0.91397,0.91495,0.91655,0.91837
roc_auc,81,0.55251,0.79347,0.86497,0.88049,0.91909,0.91575,0.91959,0.92355,0.91596,0.92448,0.92282
roc_auc,82,0.5992,0.77537,0.8709,0.88565,0.91908,0.92962,0.93415,0.94162,0.94527,0.93718,0.94478
roc_auc,83,0.58387,0.80101,0.8998,0.91501,0.93042,0.94153,0.94621,0.94745,0.94231,0.94399,0.94041
roc_auc,84,0.55951,0.8024,0.86379,0.87502,0.89986,0.91136,0.91673,0.91944,0.91724,0.90535,0.90724
roc_auc,85,0.51784,0.79531,0.88828,0.90198,0.93951,0.94491,0.94445,0.95078,0.94729,0.94726,0.95028
roc_auc,86,0.54712,0.81638,0.87609,0.89527,0.91305,0.92886,0.93727,0.93593,0.9374,0.93809,0.94578
roc_auc,87,0.6605,0.79855,0.86161,0.87,0.90027,0.90673,0.91089,0.90764,0.90761,0.91718,0.91035
roc_auc,88,0.57677,0.80254,0.87516,0.87888,0.91242,0.91945,0.9263,0.92836,0.92906,0.92191,0.92528
roc_auc,89,0.60967,0.80827,0.89719,0.90228,0.92056,0.92495,0.94184,0.94326,0.9413,0.94533,0.94737
roc_auc,90,0.5848,0.8102,0.88813,0.90457,0.93714,0.9565,0.95476,0.95286,0.95323,0.95514,0.95154
roc_auc,91,0.58957,0.77793,0.84984,0.87679,0.90004,0.91408,0.9187,0.93074,0.93167,0.93084,0.93499
roc_auc,92,0.57705,0.80675,0.88022,0.89676,0.92335,0.93389,0.93957,0.94929,0.94916,0.95076,0.94586
